      0.00212135    -4.100342e-31
      0.00212794   -4.0999882e-31
      0.00213454   -4.0996339e-31
      0.00214117    -4.099278e-31
      0.00214782   -4.0989211e-31
      0.00215448   -4.0985636e-31
      0.00216117   -4.0982044e-31
      0.00216788   -4.0978442e-31
      0.00217461    -4.097483e-31
      0.00218136   -4.0971206e-31
      0.00218813   -4.0967572e-31
      0.00219492   -4.0963927e-31
      0.00220173   -4.0960271e-31
      0.00220857     -4.09566e-31
      0.00221542   -4.0952922e-31
       0.0022223   -4.0949229e-31
       0.0022292   -4.0945525e-31
      0.00223612   -4.0941811e-31
      0.00224306   -4.0938085e-31
      0.00225002   -4.0934349e-31
      0.00225701   -4.0930597e-31
      0.00226401   -4.0926839e-31
      0.00227104   -4.0923065e-31
      0.00227809   -4.0919281e-31
      0.00228516   -4.0915486e-31
      0.00229225    -4.091168e-31
      0.00229937   -4.0907858e-31
      0.00230651   -4.0904025e-31
      0.00231367   -4.0900181e-31
      0.00232085   -4.0896327e-31
      0.00232805   -4.0892462e-31
      0.00233528   -4.0888581e-31
      0.00234253   -4.0884689e-31
       0.0023498   -4.0880787e-31
      0.00235709   -4.0876873e-31
      0.00236441   -4.0872944e-31
      0.00237175   -4.0869004e-31
      0.00237911   -4.0865053e-31
       0.0023865   -4.0861086e-31
       0.0023939   -4.0857113e-31
      0.00240133   -4.0853125e-31
      0.00240879    -4.084912e-31
      0.00241627   -4.0845105e-31
      0.00242377   -4.0841079e-31
      0.00243129   -4.0837042e-31
      0.00243884   -4.0832989e-31
      0.00244641   -4.0828926e-31
        0.002454   -4.0824852e-31
      0.00246162   -4.0820761e-31
      0.00246926    -4.081666e-31
      0.00247692   -4.0812548e-31
      0.00248461    -4.080842e-31
      0.00249232   -4.0804281e-31
      0.00250006   -4.0800126e-31
      0.00250782   -4.0795961e-31
      0.00251561   -4.0791779e-31
      0.00252341   -4.0787592e-31
      0.00253125   -4.0783383e-31
       0.0025391   -4.0779169e-31
      0.00254699   -4.0774934e-31
      0.00255489   -4.0770693e-31
      0.00256282   -4.0766436e-31
      0.00257078   -4.0762164e-31
      0.00257876    -4.075788e-31
      0.00258676   -4.0753585e-31
      0.00259479   -4.0749275e-31
      0.00260285   -4.0744948e-31
      0.00261093   -4.0740611e-31
      0.00261903   -4.0736263e-31
      0.00262716   -4.0731899e-31
      0.00263531   -4.0727524e-31
      0.00264349   -4.0723132e-31
       0.0026517   -4.0718725e-31
      0.00265993   -4.0714307e-31
      0.00266819   -4.0709873e-31
      0.00267647   -4.0705429e-31
      0.00268478   -4.0700968e-31
      0.00269311   -4.0696496e-31
      0.00270147   -4.0692009e-31
      0.00270986   -4.0687505e-31
      0.00271827    -4.068299e-31
      0.00272671    -4.067846e-31
      0.00273517   -4.0673918e-31
      0.00274366   -4.0669361e-31
      0.00275218   -4.0664787e-31
      0.00276072   -4.0660203e-31
      0.00276929   -4.0655603e-31
      0.00277789   -4.0650986e-31
      0.00278651   -4.0646359e-31
      0.00279516   -4.0641715e-31
      0.00280383   -4.0637061e-31
      0.00281254   -4.0632386e-31
      0.00282127   -4.0627699e-31
      0.00283003   -4.0622997e-31
      0.00283881   -4.0618284e-31
      0.00284762   -4.0613555e-31
      0.00285646   -4.0608809e-31
      0.00286533   -4.0604048e-31
      0.00287422   -4.0599276e-31
      0.00288314   -4.0594487e-31
      0.00289209   -4.0589683e-31
      0.00290107   -4.0584862e-31
      0.00291008   -4.0580026e-31
      0.00291911   -4.0575179e-31
      0.00292817   -4.0570315e-31
      0.00293726   -4.0565436e-31
      0.00294638    -4.056054e-31
      0.00295552   -4.0555633e-31
       0.0029647   -4.0550706e-31
       0.0029739   -4.0545767e-31
      0.00298313   -4.0540812e-31
      0.00299239   -4.0535841e-31
      0.00300168   -4.0530855e-31
        0.003011   -4.0525852e-31
      0.00302034   -4.0520838e-31
      0.00302972   -4.0515803e-31
      0.00303912   -4.0510757e-31
      0.00304856   -4.0505689e-31
      0.00305802   -4.0500611e-31
      0.00306751   -4.0495517e-31
      0.00307703   -4.0490406e-31
      0.00308658    -4.048528e-31
      0.00309616   -4.0480137e-31
      0.00310578   -4.0474973e-31
      0.00311542   -4.0469798e-31
      0.00312509   -4.0464608e-31
      0.00313479   -4.0459401e-31
      0.00314452   -4.0454177e-31
      0.00315428   -4.0448938e-31
      0.00316407   -4.0443683e-31
      0.00317389   -4.0438411e-31
      0.00318374   -4.0432999e-31
      0.00319363   -4.0427678e-31
      0.00320354   -4.0422349e-31
      0.00321348   -4.0416997e-31
      0.00322346   -4.0411627e-31
      0.00323346   -4.0406243e-31
       0.0032435   -4.0400844e-31
      0.00325357   -4.0395415e-31
      0.00326367   -4.0389968e-31
       0.0032738   -4.0384517e-31
      0.00328396   -4.0378864e-31
      0.00329415    -4.037335e-31
      0.00330438   -4.0367824e-31
      0.00331464   -4.0362262e-31
      0.00332492   -4.0356692e-31
      0.00333525   -4.0351093e-31
       0.0033456   -4.0346069e-31
      0.00335598   -4.0340693e-31
