# Version 1.00
#
power[dBm],re:Trc1_S11[U],im:Trc1_S11[U],Trc2_S12[dB],Trc3_S21[dB],Trc4_S11[dB],Trc5_b2d1/a1d1sam[dB],Trc6_S12[dB],Trc7_S22[dB],
-8.969223253541770E+000,6.496531999849649E-002,1.206717715174967E-003,-8.959897840155340E+001,-2.468023076797704E+001,-2.374487020226774E+001,-2.358295009873074E+000,-8.959897840155340E+001,-2.855027253867513E+001,
-8.949682462139716E+000,6.479143913314805E-002,1.266500467054357E-003,-9.718736557903624E+001,-9.434802062579710E+000,-2.376798835366970E+001,-2.352089629073831E+000,-9.718736557903624E+001,-2.854177265666643E+001,
-8.930141670737665E+000,6.480155199698798E-002,1.053060240038303E-003,-8.775540333049666E+001,-9.006526914759141E+000,-2.376714511932710E+001,-2.371600481859386E+000,-8.775540333049666E+001,-2.861358865386594E+001,
-8.910600879335615E+000,6.494207954363344E-002,1.272085097977799E-003,-9.481702931934264E+001,-1.689634939193443E+001,-2.374781015156509E+001,-2.355345097803664E+000,-9.481702931934264E+001,-2.833412995153679E+001,
-8.891060087933560E+000,6.487705518721899E-002,1.206381219972366E-003,-1.028832302074080E+002,-1.535976097854083E+001,-2.375667602632804E+001,-2.341801661578671E+000,-1.028832302074080E+002,-2.871048143073348E+001,
-8.871519296531510E+000,6.490299205852759E-002,1.237724552562053E-003,-8.687313018965814E+001,-1.628091375318718E+001,-2.375312647918541E+001,-2.352872427117113E+000,-8.687313018965814E+001,-2.844614486394224E+001,
-8.851978505129459E+000,6.473616156549383E-002,1.198757270595126E-003,-1.016412124874477E+002,-1.008237204229636E+001,-2.377557215592113E+001,-2.360168610414341E+000,-1.016412124874477E+002,-2.823109763928232E+001,
-8.832437713727408E+000,6.473433951972728E-002,1.279237360312055E-003,-9.201268524852752E+001,-1.645201162676078E+001,-2.377560993943790E+001,-2.367780295797614E+000,-9.201268524852752E+001,-2.825065357544774E+001,
-8.812896922325354E+000,6.484941488537002E-002,1.242573898459706E-003,-9.141969753684583E+001,-1.235034269789932E+001,-2.376028458269604E+001,-2.342226721376842E+000,-9.141969753684583E+001,-2.825898099803255E+001,
-8.793356130923304E+000,6.492826776958798E-002,1.279584119942220E-003,-9.315640920688885E+001,-6.765968670039537E+000,-2.374963723485694E+001,-2.362022574223859E+000,-9.315640920688885E+001,-2.836158167098085E+001,
-8.773815339521253E+000,6.497443408978371E-002,1.181169627011511E-003,-9.366391278948821E+001,-8.268611549815647E+000,-2.374371488739817E+001,-2.362034566799313E+000,-9.366391278948821E+001,-2.877559475007569E+001,
-8.754274548119199E+000,6.483218718582720E-002,1.233263623325533E-003,-9.318958688387011E+001,-8.208338981731030E+000,-2.376261531759400E+001,-2.337905854417424E+000,-9.318958688387011E+001,-2.841953832702241E+001,
-8.734733756717148E+000,6.485836727942902E-002,1.185416410090208E-003,-9.637753399581759E+001,-6.683008848219957E+000,-2.375922925286882E+001,-2.352406268674814E+000,-9.637753399581759E+001,-2.872299387562789E+001,
-8.715192965315097E+000,6.489139276322006E-002,1.163836909820782E-003,-1.046370251665106E+002,-1.078412595319023E+001,-2.375486132085207E+001,-2.357650872168398E+000,-1.046370251665106E+002,-2.835376870498785E+001,
-8.695652173913043E+000,6.479827260123966E-002,1.115228042680676E-003,-9.204498318210229E+001,-8.380600451241650E+000,-2.376744519327269E+001,-2.355686346077086E+000,-9.204498318210229E+001,-2.862909847468037E+001,
-8.676111382510992E+000,6.499866963701577E-002,1.278281135419090E-003,-9.474607200734893E+001,-1.349704643349208E+001,-2.374023128274124E+001,-2.352577114010702E+000,-9.474607200734893E+001,-2.842703991514322E+001,
-8.656570591108942E+000,6.487093952541305E-002,1.380552087455053E-003,-1.040553844134539E+002,-3.116214429928628E+001,-2.375702975524790E+001,-2.358913308709792E+000,-1.040553844134539E+002,-2.844398715517414E+001,
-8.637029799706887E+000,6.483500143303669E-002,1.388863696305083E-003,-1.068587975541558E+002,-1.236028763194629E+001,-2.376181706606469E+001,-2.347331003257381E+000,-1.068587975541558E+002,-2.844960408525622E+001,
-8.617489008304837E+000,6.482325407342540E-002,1.259955457133651E-003,-9.577310878296527E+001,-2.167383142698017E+001,-2.376374302595880E+001,-2.347894224123137E+000,-9.577310878296527E+001,-2.840286508527325E+001,
-8.597948216902786E+000,6.477292390573397E-002,1.329533320999769E-003,-9.412539009821879E+001,-2.617903286729077E+001,-2.377030057999191E+001,-2.353386865631423E+000,-9.412539009821879E+001,-2.853842389597960E+001,
-8.578407425500735E+000,6.488852579359344E-002,1.119067318869457E-003,-8.989019488763614E+001,-1.165161723262260E+001,-2.375535034409101E+001,-2.368718614935333E+000,-8.989019488763614E+001,-2.835371185235370E+001,
-8.558866634098681E+000,6.473623653602141E-002,1.074285403056345E-003,-1.058851964489811E+002,-1.242629889672242E+001,-2.377585521255438E+001,-2.358226779154012E+000,-1.058851964489811E+002,-2.847048178708642E+001,
-8.539325842696631E+000,6.483078272011889E-002,1.240899415280469E-003,-9.123006540742250E+001,-2.073862024975335E+001,-2.376278390081342E+001,-2.353847920654475E+000,-9.123006540742250E+001,-2.846379618609506E+001,
-8.519785051294580E+000,6.491664749486564E-002,1.113418935904109E-003,-9.633899660602447E+001,-8.867241231458653E+000,-2.375160093691358E+001,-2.367516785157432E+000,-9.633899660602447E+001,-2.841141275801257E+001,
-8.500244259892526E+000,6.485330170868993E-002,1.191164325199754E-003,-1.018513405686560E+002,-1.115124503517716E+001,-2.375989333790004E+001,-2.351212799618367E+000,-1.018513405686560E+002,-2.877165665383636E+001,
-8.480703468490475E+000,6.481991072272254E-002,1.246227426448196E-003,-9.057696733422252E+001,-1.251539008422013E+001,-2.376422640422075E+001,-2.359914684000686E+000,-9.057696733422252E+001,-2.842002637436773E+001,
-8.461162677088424E+000,6.493386236495767E-002,1.229749390846391E-003,-9.210966279791322E+001,-1.933787165476078E+001,-2.374901788789762E+001,-2.346268817343499E+000,-9.210966279791322E+001,-2.861308429397791E+001,
-8.441621885686370E+000,6.494518623253480E-002,1.254365948212536E-003,-1.062837861952117E+002,-8.512160118313320E+000,-2.374744088318868E+001,-2.363263858523017E+000,-1.062837861952117E+002,-2.844561164098428E+001,
-8.422081094284319E+000,6.485638171378955E-002,1.170147821193270E-003,-9.119489891653123E+001,-8.188379794686346E+000,-2.375953219867939E+001,-2.355877577945205E+000,-9.119489891653123E+001,-2.863289498789876E+001,
-8.402540302882269E+000,6.482109924401458E-002,1.304367015326741E-003,-1.003249031115751E+002,-8.937399956853247E+000,-2.376391398888273E+001,-2.346110108928784E+000,-1.003249031115751E+002,-2.833434816447850E+001,
-8.382999511480215E+000,6.503090892938222E-002,1.237009701121671E-003,-9.074883438152791E+001,-1.004819273733768E+001,-2.373603238663209E+001,-2.354661551864720E+000,-9.074883438152791E+001,-2.846083167409408E+001,
-8.363458720078164E+000,6.498514058823279E-002,1.193287121120138E-003,-9.421676613644372E+001,-1.180573709641031E+001,-2.374225463630953E+001,-2.335229500109445E+000,-9.421676613644372E+001,-2.817158315916394E+001,
-8.343917928676113E+000,6.486591635101266E-002,1.238746277481493E-003,-9.232899885143401E+001,-1.437644299704741E+001,-2.375808527832105E+001,-2.347990446971467E+000,-9.232899885143401E+001,-2.856850279467471E+001,
-8.324377137274059E+000,6.480845560998579E-002,1.299037217414039E-003,-9.975507757937270E+001,-4.444043064909065E+000,-2.376562202992031E+001,-2.352621649622982E+000,-9.975507757937270E+001,-2.818918210845001E+001,
-8.304836345872008E+000,6.475787629381855E-002,1.267361857622232E-003,-1.017052588427024E+002,-1.070539364610038E+001,-2.377248494801458E+001,-2.375672781097892E+000,-1.017052588427024E+002,-2.887682183681233E+001,
-8.285295554469958E+000,6.479816070002113E-002,1.275084089419916E-003,-8.937150667871806E+001,-1.747267120558808E+001,-2.376706510026873E+001,-2.350902100452474E+000,-8.937150667871806E+001,-2.841815072264081E+001,
-8.265754763067903E+000,6.487520591302026E-002,1.294222207596600E-003,-9.000858108255440E+001,-1.116056365083882E+001,-2.375669695677684E+001,-2.363413744471311E+000,-9.000858108255440E+001,-2.851414848154678E+001,
-8.246213971665853E+000,6.485236050848955E-002,1.226074168474079E-003,-9.642843525307923E+001,-7.065646846684875E+000,-2.375993224626295E+001,-2.362639651822922E+000,-9.642843525307923E+001,-2.875552456491227E+001,
-8.226673180263802E+000,6.486417254877810E-002,1.175119914468088E-003,-9.079874595600992E+001,-1.423627294492229E+001,-2.375847718065699E+001,-2.350609356215331E+000,-9.079874595600992E+001,-2.872721767134226E+001,
-8.207132388861751E+000,6.491840637227214E-002,1.215243234158330E-003,-1.043142884279456E+002,-1.497967160646011E+001,-2.375112140236764E+001,-2.352047773844550E+000,-1.043142884279456E+002,-2.852104796557097E+001,
-8.187591597459697E+000,6.487296540787962E-002,1.298307921351820E-003,-9.426756560426782E+001,-1.051634684414255E+001,-2.375698588880445E+001,-2.361971710589303E+000,-9.426756560426782E+001,-2.834697581215020E+001,
-8.168050806057646E+000,6.492794147097376E-002,1.267580400615981E-003,-8.901433307706158E+001,-2.629838356155393E+001,-2.374971235584735E+001,-2.354967965616648E+000,-8.901433307706158E+001,-2.868094563849112E+001,
-8.148510014655596E+000,6.478926181325170E-002,1.258306849031012E-003,-9.335756564432361E+001,-1.480336855876626E+001,-2.376830153213155E+001,-2.367211095471679E+000,-9.335756564432361E+001,-2.856285663419626E+001,
-8.128969223253542E+000,6.489139658090913E-002,1.277045549228136E-003,-9.735526194213283E+001,-1.177654903430052E+001,-2.375457591647936E+001,-2.360954977695502E+000,-9.735526194213283E+001,-2.856580976815863E+001,
-8.109428431851491E+000,6.482822494392773E-002,1.300022289650977E-003,-9.708009223115398E+001,-1.152173841658150E+001,-2.376297128735179E+001,-2.358629502245761E+000,-9.708009223115398E+001,-2.880989950706548E+001,
-8.089887640449440E+000,6.498335475232976E-002,1.148196531028990E-003,-1.014972569250974E+002,-8.868846195145103E+000,-2.374260179986260E+001,-2.359199472232230E+000,-1.014972569250974E+002,-2.841781058906893E+001,
-8.070346849047386E+000,6.478869093294619E-002,1.285151634239143E-003,-8.824748462006495E+001,-1.133622113069899E+001,-2.376830742194054E+001,-2.361860716473182E+000,-8.824748462006495E+001,-2.852038716218818E+001,
-8.050806057645335E+000,6.487731478712865E-002,1.347987485181516E-003,-9.110664541509537E+001,-1.333889730871442E+001,-2.375626820784182E+001,-2.356673486005848E+000,-9.110664541509537E+001,-2.838900351752242E+001,
-8.031265266243285E+000,6.482227832845695E-002,1.136704602704208E-003,-1.079134186247848E+002,-2.011945193187779E+001,-2.376417892012477E+001,-2.355754639059739E+000,-1.079134186247848E+002,-2.860354952062721E+001,
-8.011724474841230E+000,6.485846113762284E-002,1.254601094165562E-003,-9.831653071816496E+001,-1.504509632593663E+001,-2.375904246663548E+001,-2.345259120065183E+000,-9.831653071816496E+001,-2.837416674863174E+001,
-7.992183683439180E+000,6.483593619422889E-002,1.237326414860076E-003,-1.008673663081171E+002,-8.868679496405184E+000,-2.376210287431659E+001,-2.351461076059119E+000,-1.008673663081171E+002,-2.865185910451759E+001,
-7.972642892037129E+000,6.492898656293859E-002,1.164760375347270E-003,-9.517856915954710E+001,-1.779815868397748E+001,-2.374983014762507E+001,-2.362493493338444E+000,-9.517856915954710E+001,-2.846598409839299E+001,
-7.953102100635078E+000,6.489275854720875E-002,1.068979923466871E-003,-9.747234073399696E+001,-1.394987361236977E+001,-2.375489693389990E+001,-2.344005146407917E+000,-9.747234073399696E+001,-2.840546799067713E+001,
-7.933561309233028E+000,6.486170691236155E-002,1.168903624238782E-003,-9.528089340236285E+001,-1.097912081895686E+001,-2.375882228616775E+001,-2.363787145386358E+000,-9.528089340236285E+001,-2.834900206915118E+001,
-7.914020517830970E+000,6.482643933394386E-002,1.270041466827516E-003,-8.956955721422736E+001,-1.722818543698133E+001,-2.376329003313451E+001,-2.366439927871737E+000,-8.956955721422736E+001,-2.849371233805078E+001,
-7.894479726428919E+000,6.492563734356141E-002,1.256566214902813E-003,-9.832689263109863E+001,-9.488545224553453E+000,-2.375004911619391E+001,-2.364757697868712E+000,-9.832689263109863E+001,-2.849358385317909E+001,
-7.874938935026869E+000,6.485895538010551E-002,1.138904215362920E-003,-1.107213781250997E+002,-1.029245742551181E+001,-2.375926209580096E+001,-2.367095757929601E+000,-1.107213781250997E+002,-2.874494272090830E+001,
-7.855398143624818E+000,6.473646704742385E-002,1.111343062673992E-003,-9.854494171087588E+001,-5.917984858025450E+000,-2.377574038198624E+001,-2.345552508416434E+000,-9.854494171087588E+001,-2.822207368027743E+001,
-7.835857352222767E+000,6.485021678560851E-002,1.104967408272699E-003,-1.011327666450728E+002,-3.096414981895398E+001,-2.376051069759212E+001,-2.358969911946209E+000,-1.011327666450728E+002,-2.816483493831645E+001,
-7.816316560820717E+000,6.484732722917863E-002,1.111594171555002E-003,-9.543815649842243E+001,-1.163083834729459E+001,-2.376088244903163E+001,-2.358167597699043E+000,-9.543815649842243E+001,-2.858205814193987E+001,
-7.796775769418659E+000,6.487386752890950E-002,1.259908389166636E-003,-9.563475513657338E+001,-8.082156237464272E+000,-2.375696648258941E+001,-2.358482595494551E+000,-9.563475513657338E+001,-2.858922738281314E+001,
-7.777234978016608E+000,6.491513712265359E-002,1.354902375772318E-003,-9.614447664603979E+001,-1.642694718687447E+001,-2.375118889144596E+001,-2.349502954131508E+000,-9.614447664603979E+001,-2.832746935182933E+001,
-7.757694186614558E+000,6.505805802510652E-002,1.303969860690708E-003,-8.973164183745648E+001,-1.102461429412678E+001,-2.373223375448095E+001,-2.359068195827498E+000,-8.973164183745648E+001,-2.838377226885339E+001,
-7.738153395212507E+000,6.496174609375115E-002,1.135922104383867E-003,-9.139100844948224E+001,-1.480612116369854E+001,-2.374551850685668E+001,-2.340259312699021E+000,-9.139100844948224E+001,-2.864935427514384E+001,
-7.718612603810456E+000,6.492878058824757E-002,1.242900966737321E-003,-9.730469699756215E+001,-1.417235159822698E+001,-2.374966394722979E+001,-2.366529339451041E+000,-9.730469699756215E+001,-2.859179961788330E+001,
-7.699071812408405E+000,6.476689788035164E-002,1.201916071490536E-003,-1.010734305624498E+002,-9.522604373998499E+000,-2.377144269404936E+001,-2.353503014136842E+000,-1.010734305624498E+002,-2.869595012436419E+001,
-7.679531021006355E+000,6.485456660273600E-002,1.234564838245174E-003,-9.586883122987160E+001,-1.198613770892475E+001,-2.375961532303468E+001,-2.359283449884772E+000,-9.586883122987160E+001,-2.871018338237476E+001,
-7.659990229604297E+000,6.495206858765468E-002,1.117934479154878E-003,-9.386378278246981E+001,-1.737436937400783E+001,-2.374685388756423E+001,-2.346288339156178E+000,-9.386378278246981E+001,-2.860669591079001E+001,
-7.640449438202246E+000,6.490668137051517E-002,1.223797684940371E-003,-9.353734000200912E+001,-9.128193528614130E+000,-2.375266826348297E+001,-2.373087442055754E+000,-9.353734000200912E+001,-2.825556089702115E+001,
-7.620908646800196E+000,6.478356453557578E-002,1.217462615888875E-003,-9.122524331330516E+001,-1.216707167268869E+001,-2.376916967721995E+001,-2.350619351197822E+000,-9.122524331330516E+001,-2.853643573280984E+001,
-7.601367855398145E+000,6.493882823670572E-002,1.176110314158800E-003,-9.409725756434598E+001,-8.535607607234081E+000,-2.374848674572433E+001,-2.348295223958013E+000,-9.409725756434598E+001,-2.874952945262566E+001,
-7.581827063996094E+000,6.481445808364196E-002,1.199215802614429E-003,-9.743209126918933E+001,-8.431754251510188E+000,-2.376507562923897E+001,-2.360274622351148E+000,-9.743209126918933E+001,-2.842273432429458E+001,
-7.562286272594044E+000,6.492671830171688E-002,1.184292801446951E-003,-9.219558077503557E+001,-4.673530826390121E+001,-2.375008623782690E+001,-2.368499113300951E+000,-9.219558077503557E+001,-2.858830016205368E+001,
-7.542745481191986E+000,6.483435826906897E-002,1.172649349514254E-003,-1.017530790182670E+002,-8.945331396666425E+000,-2.376247517566148E+001,-2.363668858338483E+000,-1.017530790182670E+002,-2.862166260307922E+001,
-7.523204689789935E+000,6.487452833538579E-002,1.346062192143527E-003,-9.115264979178278E+001,-1.081062357085334E+001,-2.375664645991757E+001,-2.344343236462709E+000,-9.115264979178278E+001,-2.850468465533822E+001,
-7.503663898387885E+000,6.491673350708881E-002,1.281716985933233E-003,-9.247366577961351E+001,-9.210181533956330E+000,-2.375117416068482E+001,-2.342668364684085E+000,-9.247366577961351E+001,-2.849810735078328E+001,
-7.484123106985834E+000,6.488680970362050E-002,1.164295801149546E-003,-9.206702884004413E+001,-6.657696931173478E+000,-2.375547349857287E+001,-2.356391832321203E+000,-9.206702884004413E+001,-2.863562763461084E+001,
-7.464582315583783E+000,6.491419414944341E-002,1.330484591542871E-003,-9.715384968354120E+001,-9.797478105624233E+000,-2.375138256186695E+001,-2.356264553708054E+000,-9.715384968354120E+001,-2.848844971015910E+001,
-7.445041524181733E+000,6.484715776926874E-002,1.123501955763927E-003,-9.790075834636704E+001,-1.116126121529224E+001,-2.376087766149724E+001,-2.366456951205024E+000,-9.790075834636704E+001,-2.853324624338392E+001,
-7.425500732779682E+000,6.483166091530491E-002,1.185167127080857E-003,-9.073522378600389E+001,-9.955076839929756E+000,-2.376280594452880E+001,-2.359119177239910E+000,-9.073522378600389E+001,-2.859537029122662E+001,
-7.405959941377624E+000,6.478306942470491E-002,1.159781710220229E-003,-1.001077728390634E+002,-9.003934210755549E+000,-2.376937788352394E+001,-2.356066639379389E+000,-1.001077728390634E+002,-2.852395732592314E+001,
-7.386419149975573E+000,6.480066817295364E-002,1.153312073817217E-003,-9.108687773993177E+001,-9.780926682353460E+000,-2.376703485291863E+001,-2.358733531488026E+000,-9.108687773993177E+001,-2.839662382428583E+001,
-7.366878358573523E+000,6.477571676740587E-002,1.291789028203869E-003,-9.924831164906553E+001,-2.551436682396145E+001,-2.377002859544371E+001,-2.340351131820860E+000,-9.924831164906553E+001,-2.863466985362479E+001,
-7.347337567171472E+000,6.480085610127649E-002,1.157176496388252E-003,-1.043104023669276E+002,-1.284293563812035E+001,-2.376700043947525E+001,-2.379350712402380E+000,-1.043104023669276E+002,-2.849492595185385E+001,
-7.327796775769421E+000,6.478052319391070E-002,1.186910010424283E-003,-9.657837484364573E+001,-1.268898731663500E+001,-2.376965330916339E+001,-2.349043622497952E+000,-9.657837484364573E+001,-2.855809617802023E+001,
-7.308255984367371E+000,6.487044405793016E-002,1.222159897127791E-003,-9.713566014898713E+001,-1.205914202079810E+001,-2.375752134614731E+001,-2.358311207547592E+000,-9.713566014898713E+001,-2.850294185933117E+001,
-7.288715192965313E+000,6.488435691293172E-002,1.197709639849268E-003,-9.338165235465938E+001,-1.044617342229466E+001,-2.375572034562654E+001,-2.345513789629039E+000,-9.338165235465938E+001,-2.847243378839807E+001,
-7.269174401563262E+000,6.485997949019701E-002,1.176779346893062E-003,-9.221873318007120E+001,-2.200894955324164E+001,-2.375903447461601E+001,-2.357332658489669E+000,-9.221873318007120E+001,-2.837269220912808E+001,
-7.249633610161212E+000,6.490298865315732E-002,1.214342950991137E-003,-1.017711636200688E+002,-1.170271598448432E+001,-2.375318602375590E+001,-2.355683437825690E+000,-1.017711636200688E+002,-2.867265489390866E+001,
-7.230092818759161E+000,6.481676393188980E-002,1.175045467444559E-003,-1.006425408352130E+002,-9.256900039859513E+000,-2.376482603284176E+001,-2.353061803357782E+000,-1.006425408352130E+002,-2.828731524918324E+001,
-7.210552027357110E+000,6.479969340991154E-002,1.242776925577518E-003,-9.155974707135482E+001,-1.786012094338903E+001,-2.376694383140310E+001,-2.353418145822994E+000,-9.155974707135482E+001,-2.866405609053043E+001,
-7.191011235955060E+000,6.489930651676415E-002,1.361314647202740E-003,-8.607752376274891E+001,-1.993489154470698E+001,-2.375328847063695E+001,-2.354670366336661E+000,-8.607752376274891E+001,-2.857188510459897E+001,
-7.171470444553009E+000,6.484192437981287E-002,1.199716252305596E-003,-1.109453143273055E+002,-1.474978429616743E+001,-2.376139562562933E+001,-2.360871795789801E+000,-1.109453143273055E+002,-2.836480183654036E+001,
-7.151929653150951E+000,6.497181590149295E-002,1.267431742133598E-003,-1.029144894520140E+002,-5.091307790681126E+000,-2.374384755338970E+001,-2.352736385426054E+000,-1.029144894520140E+002,-2.834031195484949E+001,
-7.132388861748900E+000,6.485754590919252E-002,1.177355429311036E-003,-9.315062942216470E+001,-9.841986195664248E+000,-2.375935887298440E+001,-2.354179197817976E+000,-9.315062942216470E+001,-2.835781434278116E+001,
-7.112848070346850E+000,6.497867570690367E-002,1.185874188256847E-003,-9.260544788267269E+001,-1.252740206132362E+001,-2.374313661634582E+001,-2.354858851167747E+000,-9.260544788267269E+001,-2.847544703345294E+001,
-7.093307278944799E+000,6.494674443870760E-002,1.221293539372515E-003,-9.995886206112246E+001,-1.107180079322013E+001,-2.374731683514599E+001,-2.361187129557443E+000,-9.995886206112246E+001,-2.841835493166645E+001,
-7.073766487542748E+000,6.475982116990246E-002,1.348069419471248E-003,-9.340022974000354E+001,-8.480239169066312E+000,-2.377200568714861E+001,-2.366770020102516E+000,-9.340022974000354E+001,-2.852933714046406E+001,
-7.054225696140698E+000,6.490436263371704E-002,1.280563941448179E-003,-8.851897964417115E+001,-1.651282538048291E+001,-2.375283194661107E+001,-2.362162252100686E+000,-8.851897964417115E+001,-2.856859848768726E+001,
-7.034684904738640E+000,6.497863222554347E-002,1.218261781938858E-003,-9.485337289813732E+001,-9.661074236087153E+000,-2.374306236361936E+001,-2.359290395229257E+000,-9.485337289813732E+001,-2.850485541742080E+001,
-7.015144113336589E+000,6.482175088018731E-002,1.342719279987257E-003,-1.042566776711682E+002,-9.823812123333148E+000,-2.376372181999640E+001,-2.361741270337850E+000,-1.042566776711682E+002,-2.842088742882921E+001,
-6.995603321934539E+000,6.475136519878703E-002,1.222019926402740E-003,-9.578115961160272E+001,-1.656428634459494E+001,-2.377347485608578E+001,-2.367356984456888E+000,-9.578115961160272E+001,-2.836073866702708E+001,
-6.976062530532488E+000,6.481183806976654E-002,1.121028472702374E-003,-9.156217955988072E+001,-1.455603606847643E+001,-2.376561413067135E+001,-2.350314776596991E+000,-9.156217955988072E+001,-2.844485793357453E+001,
-6.956521739130437E+000,6.487097341750558E-002,1.228097609677786E-003,-9.823114294158685E+001,-1.160756724571373E+001,-2.375743548321523E+001,-2.361002564936436E+000,-9.823114294158685E+001,-2.857822546511239E+001,
-6.936980947728387E+000,6.487236516121471E-002,1.201696168750129E-003,-9.119046641036199E+001,-1.400142183921386E+001,-2.375731538203375E+001,-2.349171935636404E+000,-9.119046641036199E+001,-2.844759599841722E+001,
-6.917440156326329E+000,6.483398963114359E-002,1.205755854167181E-003,-1.135328197585288E+002,-5.972346835269363E+000,-2.376244321978664E+001,-2.364661812585599E+000,-1.135328197585288E+002,-2.852050336937996E+001,
-6.897899364924278E+000,6.490674428074532E-002,1.262878526008313E-003,-9.325440345198182E+001,-9.500267316335265E+000,-2.375255970295056E+001,-2.363894439703809E+000,-9.325440345198182E+001,-2.844532902678253E+001,
-6.878358573522228E+000,6.489452342874783E-002,1.176528304343837E-003,-9.326149963492094E+001,-1.025902661811993E+001,-2.375441179655105E+001,-2.374686196110862E+000,-9.326149963492094E+001,-2.851856399683461E+001,
-6.858817782120177E+000,6.489422783993767E-002,1.291296172365434E-003,-1.039599550035213E+002,-1.032670335039604E+001,-2.375415936957085E+001,-2.364777551746854E+000,-1.039599550035213E+002,-2.859590306828260E+001,
-6.839276990718126E+000,6.493200112989442E-002,1.190247498897537E-003,-9.088355278689257E+001,-1.603286734060449E+001,-2.374936520542536E+001,-2.350319925048603E+000,-9.088355278689257E+001,-2.850230609065295E+001,
-6.819736199316075E+000,6.495602323729213E-002,1.118866612426358E-003,-9.956244374365832E+001,-1.280970916742452E+001,-2.374632306866754E+001,-2.349282367912347E+000,-9.956244374365832E+001,-2.851249619361153E+001,
-6.800195407914025E+000,6.485088372517507E-002,1.244642891351708E-003,-1.019222542143260E+002,-1.466632318081197E+001,-2.376008260955897E+001,-2.352595239212801E+000,-1.019222542143260E+002,-2.850019974714110E+001,
-6.780654616511967E+000,6.476281746826156E-002,1.087297944103053E-003,-9.561897567135826E+001,-1.285651103252181E+001,-2.377226135126243E+001,-2.358116096721801E+000,-9.561897567135826E+001,-2.817797897713983E+001,
-6.761113825109916E+000,6.488472721692426E-002,1.319339546133284E-003,-1.012784114047156E+002,-2.157802662372016E+001,-2.375535509609766E+001,-2.352737995574378E+000,-1.012784114047156E+002,-2.857772871988560E+001,
-6.741573033707866E+000,6.489325838676611E-002,1.213730105994675E-003,-9.956549333558513E+001,-1.004863250283012E+001,-2.375448938960767E+001,-2.357659719975802E+000,-9.956549333558513E+001,-2.855701716184849E+001,
-6.722032242305815E+000,6.492264113441681E-002,1.227595487827623E-003,-9.241936431374346E+001,-1.173797704861210E+001,-2.375052394085547E+001,-2.359691779339328E+000,-9.241936431374346E+001,-2.842052722228274E+001,
-6.702491450903764E+000,6.485415211384998E-002,1.235346763379767E-003,-9.634570512538697E+001,-1.151141017269280E+001,-2.375966882165729E+001,-2.362290539213978E+000,-9.634570512538697E+001,-2.864105652125104E+001,
-6.682950659501714E+000,6.491415589876698E-002,1.208370790784266E-003,-9.820682695209065E+001,-1.888488984494882E+001,-2.375170708291562E+001,-2.360613513633818E+000,-9.820682695209065E+001,-2.825579859406696E+001,
-6.663409868099656E+000,6.495261394342233E-002,1.208542270910099E-003,-9.844400039862656E+001,-7.641365145683079E+000,-2.374656405219854E+001,-2.364701865857367E+000,-9.844400039862656E+001,-2.840436370354173E+001,
-6.643869076697605E+000,6.484806050999174E-002,1.198587671850100E-003,-1.079791718441397E+002,-1.310660096096257E+001,-2.376057677576244E+001,-2.353851421481476E+000,-1.079791718441397E+002,-2.874103293493145E+001,
-6.624328285295555E+000,6.492534680853926E-002,1.232655741693067E-003,-9.551233463897815E+001,-1.138745225898386E+001,-2.375014926835404E+001,-2.362688326630458E+000,-9.551233463897815E+001,-2.853662004513821E+001,
-6.604787493893504E+000,6.490988680558513E-002,1.219319980992479E-003,-1.075711678506747E+002,-6.795818377162192E+000,-2.375225074355009E+001,-2.356471744251400E+000,-1.075711678506747E+002,-2.865153015401083E+001,
-6.585246702491453E+000,6.489144104668590E-002,1.173267017914793E-003,-1.092650373109829E+002,-7.664196884339821E+000,-2.375483213718024E+001,-2.350956268995773E+000,-1.092650373109829E+002,-2.857579496289046E+001,
-6.565705911089403E+000,6.481083230255422E-002,1.241817523247197E-003,-9.470435183960534E+001,-1.121623423985564E+001,-2.376545389123593E+001,-2.360054930013706E+000,-9.470435183960534E+001,-2.847926904779111E+001,
-6.546165119687345E+000,6.489150025876224E-002,1.224926379452231E-003,-9.616168404568640E+001,-1.440845463818419E+001,-2.375469648388472E+001,-2.359210937463937E+000,-9.616168404568640E+001,-2.837865743004267E+001,
-6.526624328285294E+000,6.487879888165908E-002,1.221937994235677E-003,-9.102032541895964E+001,-1.235686568835916E+001,-2.375640369736331E+001,-2.358143536910714E+000,-9.102032541895964E+001,-2.859802034995674E+001,
-6.507083536883243E+000,6.498230889507192E-002,1.212835076481790E-003,-9.323942655220331E+001,-1.159008993721552E+001,-2.374258464248337E+001,-2.372296499384318E+000,-9.323942655220331E+001,-2.849671997208781E+001,
-6.487542745481193E+000,6.486292333135685E-002,1.255812205894474E-003,-1.016421552722472E+002,-1.871115190877394E+001,-2.375844199332268E+001,-2.365286024910254E+000,-1.016421552722472E+002,-2.825916975631321E+001,
-6.468001954079142E+000,6.488959310414436E-002,1.309548896004632E-003,-9.176424304244326E+001,-1.543130755370587E+001,-2.375473054679180E+001,-2.349858961256721E+000,-9.176424304244326E+001,-2.848731823403699E+001,
