# Version 1.00
#
power[dBm],re:Trc1_S11[U],im:Trc1_S11[U],Trc2_S12[dB],Trc3_S21[dB],Trc4_S11[dB],Trc5_b2d1/a1d1sam[dB],Trc6_S12[dB],Trc7_S22[dB],
-3.405959941377626E+001,6.496360196774281E-002,-1.914583889016884E-003,-6.449891934534169E+001,-7.788054527687217E+000,-2.374282751754307E+001,-2.281855239751282E+000,-6.449891934534169E+001,-2.855225737800349E+001,
-3.404005862237420E+001,6.349804870933312E-002,1.767676559339172E-003,-7.226222106133405E+001,-7.969975364459931E+000,-2.394142805871304E+001,-2.119844058488154E+000,-7.226222106133405E+001,-2.495848964611226E+001,
-3.402051783097215E+001,6.457486163062232E-002,6.363047108306526E-004,-6.311987844329896E+001,-2.266846620458808E+001,-2.379830865096541E+001,-2.330143096660571E+000,-6.311987844329896E+001,-2.517411109844367E+001,
-3.400097703957010E+001,6.325870346957621E-002,3.001002018055888E-004,-6.637561371695664E+001,-8.687872070552546E+000,-2.397749653003906E+001,-2.172364165011380E+000,-6.637561371695664E+001,-2.726283986225241E+001,
-3.398143624816805E+001,6.436513717647543E-002,1.176536239548777E-003,-6.685736264937877E+001,-8.894807916916651E+000,-2.382553517174718E+001,-2.471754711552409E+000,-6.685736264937877E+001,-3.020062850529017E+001,
-3.396189545676600E+001,6.463192290900105E-002,1.129614366836181E-003,-7.269427606965060E+001,-8.373468584571228E+000,-2.378973202806432E+001,-2.263533364435610E+000,-7.269427606965060E+001,-3.204109778858597E+001,
-3.394235466536395E+001,6.571927936161368E-002,6.172734574589503E-004,-6.108463458846823E+001,-9.189152526774166E+000,-2.364576102854067E+001,-2.407121252405647E+000,-6.108463458846823E+001,-2.610167362178884E+001,
-3.392281387396189E+001,6.464515264674381E-002,2.928201509481651E-003,-6.812022370440094E+001,-2.225154930934225E+001,-2.378037907224569E+001,-2.148662891126103E+000,-6.812022370440094E+001,-3.351201917200127E+001,
-3.390327308255984E+001,6.707770748592583E-002,1.488100255679950E-003,-6.578149534464023E+001,-4.475876988650086E+001,-2.346629886778593E+001,-2.314471404590547E+000,-6.578149534464023E+001,-2.940952208819423E+001,
-3.388373229115779E+001,6.220204365586472E-002,1.754509331796414E-003,-7.464646371554620E+001,-1.513737455849387E+001,-2.412045299448581E+001,-2.439661142063482E+000,-7.464646371554620E+001,-3.044494251947979E+001,
-3.386419149975574E+001,6.364689994576493E-002,1.935446584782783E-003,-7.036396652925583E+001,-8.635841918521326E+000,-2.392044076393361E+001,-2.313183312784908E+000,-7.036396652925583E+001,-2.772933994354625E+001,
-3.384465070835369E+001,6.408886390441612E-002,2.058813166550350E-003,-5.868274344739276E+001,-1.690175464670758E+001,-2.385986904578660E+001,-2.206777165808520E+000,-5.868274344739276E+001,-3.263068866540814E+001,
-3.382510991695164E+001,6.496063215855218E-002,7.758178501240118E-004,-7.510693805314335E+001,-1.124095670065906E+001,-2.374637574727481E+001,-2.334099027373086E+000,-7.510693805314335E+001,-2.668342189617404E+001,
-3.380556912554958E+001,6.622443945518092E-002,2.312918617335443E-003,-6.222391453644180E+001,-3.042891753673503E+001,-2.357433993960521E+001,-2.527857859516051E+000,-6.222391453644180E+001,-3.153736109878257E+001,
-3.378602833414753E+001,6.253847094134560E-002,7.486500621060195E-004,-6.560460188068051E+001,-1.594832100346146E+001,-2.407643250450466E+001,-2.296978030884028E+000,-6.560460188068051E+001,-2.789190635434101E+001,
-3.376648754274548E+001,6.469581413553067E-002,1.264866843800905E-003,-7.152378377707949E+001,-4.324252360748757E+000,-2.378081661726858E+001,-2.289123500755357E+000,-7.152378377707949E+001,-2.300733126569722E+001,
-3.374694675134343E+001,6.360426894488974E-002,1.574032984146506E-003,-7.202379491733518E+001,-1.677116067405354E+001,-2.392761576683159E+001,-2.404961211447270E+000,-7.202379491733518E+001,-2.558515630728466E+001,
-3.372740595994138E+001,6.538711540387618E-002,2.191436360541248E-003,-6.672048661549601E+001,-7.581986995239853E+000,-2.368528098731490E+001,-2.222683825536279E+000,-6.672048661549601E+001,-3.275053439749467E+001,
-3.370786516853933E+001,6.316159904372019E-002,1.230813510738460E-004,-8.270792138106754E+001,-1.797669470873041E+001,-2.399092118080410E+001,-2.172836660042473E+000,-8.270792138106754E+001,-2.573508293510492E+001,
-3.368832437713728E+001,6.595375926785178E-002,1.671866280888074E-003,-6.789154470861681E+001,-1.011649112603091E+001,-2.361241913276820E+001,-2.169708625557325E+000,-6.789154470861681E+001,-2.395389355332990E+001,
-3.366878358573522E+001,6.665530080860552E-002,2.543379084755031E-003,-6.557597044028543E+001,-1.773550629885251E+001,-2.351698754203920E+001,-2.187995887091806E+000,-6.557597044028543E+001,-3.198331877691258E+001,
-3.364924279433317E+001,6.408624175126876E-002,1.818791751313937E-003,-6.667968575887674E+001,-1.385195693506987E+001,-2.386120732645146E+001,-2.343243864622881E+000,-6.667968575887674E+001,-3.883318824147101E+001,
-3.362970200293112E+001,6.574641357450579E-002,3.437255274896060E-003,-6.705670589349994E+001,-1.547210793014840E+001,-2.363070449029530E+001,-2.108353973040393E+000,-6.705670589349994E+001,-2.657552084223880E+001,
-3.361016121152907E+001,6.510963505834025E-002,1.996129553480185E-003,-6.543663707352050E+001,-1.390088081162854E+001,-2.372301471133726E+001,-2.196819913302038E+000,-6.543663707352050E+001,-2.807860774496912E+001,
-3.359062042012702E+001,6.497405993042732E-002,8.325335567965846E-004,-6.652636637803199E+001,-9.412502236521236E+000,-2.374448693494226E+001,-2.441724039483418E+000,-6.652636637803199E+001,-2.502660162859891E+001,
-3.357107962872497E+001,6.622014809081545E-002,-1.420768456178109E-006,-6.640454064676558E+001,-8.898864475858868E+000,-2.358019704504919E+001,-2.487244520318189E+000,-6.640454064676558E+001,-3.190140827220173E+001,
-3.355153883732291E+001,6.390699175303653E-002,6.371514589981434E-004,-6.666192338899556E+001,-1.978157192906522E+001,-2.388860083444241E+001,-2.242633612272598E+000,-6.666192338899556E+001,-3.585872369434055E+001,
-3.353199804592086E+001,6.353633830324189E-002,-7.327997822709664E-005,-7.667857969229810E+001,-8.948767072977379E+000,-2.393955057980753E+001,-2.390161045513835E+000,-7.667857969229810E+001,-3.268237637392491E+001,
-3.351245725451881E+001,6.432913402167953E-002,2.870011495038996E-003,-6.549790774077690E+001,-1.239147979895151E+001,-2.382321006339829E+001,-2.203317205574325E+000,-6.549790774077690E+001,-2.870790768747129E+001,
-3.349291646311676E+001,6.458038254407582E-002,1.132896179344919E-003,-6.914356556477181E+001,-8.761384297071759E+000,-2.379665145806382E+001,-2.274760071589815E+000,-6.914356556477181E+001,-3.115284624106243E+001,
-3.347337567171471E+001,6.559084097454827E-002,1.426929126223640E-003,-6.490425794271111E+001,-1.024659150041595E+001,-2.366108107101625E+001,-2.078584705001921E+000,-6.490425794271111E+001,-2.748954315131959E+001,
-3.345383488031266E+001,6.626961779482904E-002,9.705446799042298E-004,-6.894196009047901E+001,-1.334260018701698E+001,-2.357277927545684E+001,-2.014724790347090E+000,-6.894196009047901E+001,-2.868129495417092E+001,
-3.343429408891061E+001,6.355838280924367E-002,5.968706776878897E-004,-6.437262754661523E+001,-1.425557001308355E+001,-2.393616024837685E+001,-2.517572484532179E+000,-6.437262754661523E+001,-2.771531202497636E+001,
-3.341475329750855E+001,6.610456197770373E-002,-1.545023667335880E-003,-8.296484948354954E+001,-9.447105681661991E+000,-2.359299958994012E+001,-2.243612620335441E+000,-8.296484948354954E+001,-2.342392513760891E+001,
-3.339521250610650E+001,6.653597497817254E-002,-5.855011125873328E-004,-6.253871946268071E+001,-1.591400822228549E+001,-2.353853321009046E+001,-2.090122845279279E+000,-6.253871946268071E+001,-2.505745878692397E+001,
-3.337567171470445E+001,6.396193419958161E-002,1.189358380965419E-003,-6.980567183241296E+001,-1.667787437480351E+001,-2.388006685135458E+001,-2.516349972527515E+000,-6.980567183241296E+001,-3.256078909778547E+001,
-3.335613092330240E+001,6.598646313275025E-002,2.722006421129480E-003,-7.230656153575934E+001,-2.516142887383916E+001,-2.360351911960242E+001,-2.293692692619513E+000,-7.230656153575934E+001,-3.236538461592727E+001,
-3.333659013190034E+001,6.391270920172487E-002,1.134376236968882E-003,-8.497338108903146E+001,-9.874665866731599E+000,-2.388688754999371E+001,-2.464982257223863E+000,-8.497338108903146E+001,-2.562765292555718E+001,
-3.331704934049829E+001,6.447624691203313E-002,4.917071666134597E-004,-6.665613012116947E+001,-2.134815939159454E+001,-2.381175243292978E+001,-2.362522586601425E+000,-6.665613012116947E+001,-2.830925248785773E+001,
-3.329750854909624E+001,6.358157857575518E-002,-3.859623200926131E-006,-6.782673436137129E+001,-4.168646753342881E+001,-2.393337386025760E+001,-2.524740771710333E+000,-6.782673436137129E+001,-2.300776615890364E+001,
-3.327796775769419E+001,6.443790920015184E-002,1.584439016559259E-003,-7.570537749213618E+001,-1.522973059079207E+001,-2.381454623806270E+001,-2.276992721809672E+000,-7.570537749213618E+001,-2.931537478453361E+001,
-3.325842696629213E+001,6.476242229369819E-002,1.148048025945134E-003,-7.547727341701170E+001,-1.527733521929776E+001,-2.377217376420626E+001,-2.486973568126393E+000,-7.547727341701170E+001,-3.232150346748694E+001,
-3.323888617489008E+001,6.616864079608394E-002,9.949897357168878E-004,-7.635156746440487E+001,-1.511231273419931E+001,-2.358597382495164E+001,-2.084036827175503E+000,-7.635156746440487E+001,-3.075841356460297E+001,
-3.321934538348803E+001,6.660671341908039E-002,-1.492967760242825E-003,-7.010067765410905E+001,-1.518009236131780E+001,-2.352745848091535E+001,-2.194779743205447E+000,-7.010067765410905E+001,-2.684752405082362E+001,
-3.319980459208598E+001,6.362222461375869E-002,1.825435156013229E-003,-6.339281184471233E+001,-9.791275067526456E+000,-2.392424926684858E+001,-2.441887052890667E+000,-6.339281184471233E+001,-3.201223919072348E+001,
-3.318026380068393E+001,6.287016112928134E-002,-4.598600849009293E-004,-6.951579380635636E+001,-1.731061006994360E+001,-2.403087618611076E+001,-2.121203060435621E+000,-6.951579380635636E+001,-2.852162871396402E+001,
-3.316072300928187E+001,6.515548285438094E-002,2.388884642111800E-003,-6.830090806590523E+001,-1.343005859476827E+001,-2.371514645225831E+001,-2.389829966171817E+000,-6.830090806590523E+001,-3.053998442336123E+001,
-3.314118221787982E+001,6.464043400802616E-002,-1.098448351955108E-003,-6.844882123122339E+001,-2.518382926188283E+001,-2.378866079844463E+001,-2.482032533437963E+000,-6.844882123122339E+001,-2.948794289355122E+001,
-3.312164142647777E+001,6.569689746462007E-002,2.333343119454405E-005,-6.821913883249121E+001,-1.120301795677401E+001,-2.364910224233999E+001,-2.142890879706084E+000,-6.821913883249121E+001,-2.690992256375728E+001,
-3.310210063507572E+001,6.484915604285962E-002,2.137315929382361E-004,-6.546683209420044E+001,-6.998681646270529E+000,-2.376186625552646E+001,-2.268976140278475E+000,-6.546683209420044E+001,-2.780687016226604E+001,
-3.308255984367367E+001,6.469377238667595E-002,1.176207496539515E-003,-6.680040974676597E+001,-7.566002195226771E+000,-2.378131513346365E+001,-1.977841544283072E+000,-6.680040974676597E+001,-3.446861143117191E+001,
-3.306301905227161E+001,6.496159569168504E-002,-5.022509546623660E-004,-7.711766657775112E+001,-1.119933335759382E+001,-2.374660671895864E+001,-2.232038938005037E+000,-7.711766657775112E+001,-3.631041636838484E+001,
-3.304347826086956E+001,6.546496749987232E-002,3.576297307473450E-003,-7.241208150828902E+001,-1.533648363872919E+001,-2.366687931496153E+001,-2.409948696694673E+000,-7.241208150828902E+001,-2.420548559364632E+001,
-3.302393746946751E+001,6.279080465422432E-002,1.243791590165138E-003,-6.722879386638364E+001,-7.587801374734498E+000,-2.404037529398899E+001,-2.517208772906385E+000,-6.722879386638364E+001,-3.152872074765748E+001,
-3.300439667806546E+001,6.568041539274115E-002,2.707373169895350E-003,-7.104489713691838E+001,-1.359118750998461E+001,-2.364390925473907E+001,-2.477482326683096E+000,-7.104489713691838E+001,-2.977849464836863E+001,
-3.298485588666341E+001,6.520240112105863E-002,4.900306910061509E-004,-6.179175441832508E+001,-1.358813919905124E+001,-2.371448291936162E+001,-2.426097318294879E+000,-6.179175441832508E+001,-2.809031370361833E+001,
-3.296531509526136E+001,6.488399157704561E-002,-2.633939557602976E-004,-7.249762345776659E+001,-7.399124474458136E+000,-2.375717724737197E+001,-2.308749566131247E+000,-7.249762345776659E+001,-2.677366672067181E+001,
-3.294577430385931E+001,6.490492394611575E-002,4.461727093322698E-004,-7.138167168047313E+001,-9.645358875769048E+000,-2.375424187040198E+001,-2.279379056668084E+000,-7.138167168047313E+001,-2.772981783418408E+001,
-3.292623351245726E+001,6.530647289125964E-002,2.199398260451999E-003,-7.619170554387630E+001,-1.534396293339455E+001,-2.369595238375697E+001,-2.175726991875820E+000,-7.619170554387630E+001,-2.524239715479882E+001,
-3.290669272105520E+001,6.531945586003822E-002,2.474087436103849E-004,-6.445565895016728E+001,-1.391884914385770E+001,-2.369908653024026E+001,-2.256951370075729E+000,-6.445565895016728E+001,-2.490276822982745E+001,
-3.288715192965315E+001,6.677514179615529E-002,2.112141273512714E-003,-8.043526202004821E+001,-1.982874606183902E+001,-2.350336068568091E+001,-2.343728624239680E+000,-8.043526202004821E+001,-2.495102678993703E+001,
-3.286761113825110E+001,6.634637092056517E-002,1.304624375745443E-003,-7.921124096963131E+001,-8.528701827451918E+000,-2.356197760535487E+001,-2.243486215966639E+000,-7.921124096963131E+001,-2.696009576594459E+001,
-3.284807034684905E+001,6.560843790403259E-002,3.672779128692339E-004,-6.779776855678945E+001,-1.159505209575435E+001,-2.366066995126057E+001,-2.425616029817689E+000,-6.779776855678945E+001,-2.582628102857274E+001,
-3.282852955544700E+001,6.552579770337404E-002,2.056967100878831E-003,-6.960024653325165E+001,-4.702035553697611E+000,-2.366747606302337E+001,-1.994439948341065E+000,-6.960024653325165E+001,-2.804106498552399E+001,
-3.280898876404494E+001,6.497795329024579E-002,1.373625037387039E-003,-7.383148367488060E+001,-8.476104822163476E+000,-2.374273904661151E+001,-2.704126496502502E+000,-7.383148367488060E+001,-3.205752372914768E+001,
-3.278944797264289E+001,6.458172830373421E-002,3.235295625872859E-003,-6.783477942929275E+001,-1.513924501506566E+001,-2.378692123197094E+001,-2.271580178905617E+000,-6.783477942929275E+001,-3.037974961623788E+001,
-3.276990718124084E+001,6.784109169860905E-002,-4.915066409664473E-005,-7.275936200241161E+001,-1.163374245129850E+001,-2.337014116100368E+001,-2.378896993212681E+000,-7.275936200241161E+001,-2.888672999934668E+001,
-3.275036638983879E+001,6.505659387516102E-002,8.481076419967131E-004,-6.654293654945958E+001,-1.298538585935742E+001,-2.373343555292686E+001,-2.294302489668469E+000,-6.654293654945958E+001,-2.413929148382272E+001,
-3.273082559843674E+001,6.623227843497515E-002,1.768186595722302E-003,-6.522499425992636E+001,-1.137963595852001E+001,-2.357551190766089E+001,-2.246110337452675E+000,-6.522499425992636E+001,-2.819362983358185E+001,
-3.271128480703469E+001,6.544054635486418E-002,-2.383367332803885E-004,-7.143279644577687E+001,-1.148057378675773E+001,-2.368300406279092E+001,-2.376755742919220E+000,-7.143279644577687E+001,-2.835161108093540E+001,
-3.269174401563264E+001,6.440418793834281E-002,-1.381014024403052E-003,-6.617327676720110E+001,-9.523494968607583E+000,-2.381972140445114E+001,-2.344834904663840E+000,-6.617327676720110E+001,-2.764027144592710E+001,
-3.267220322423058E+001,6.532599140086698E-002,-1.053103574103064E-003,-7.191120726329176E+001,-1.174704471211785E+001,-2.369715132129517E+001,-2.122835357579438E+000,-7.191120726329176E+001,-2.725062427727211E+001,
-3.265266243282853E+001,6.559465629724680E-002,5.596655330338354E-005,-7.763430319546097E+001,-1.510084851167309E+001,-2.366262762259642E+001,-2.377090625094601E+000,-7.763430319546097E+001,-2.660665172501913E+001,
-3.263312164142648E+001,6.544314750998130E-002,6.666906739436918E-004,-6.647032841123344E+001,-1.622255548521791E+001,-2.368226573151489E+001,-2.597947151034597E+000,-6.647032841123344E+001,-2.857458307318841E+001,
-3.261358085002443E+001,6.585318928588034E-002,1.115812123146128E-003,-8.122714040727982E+001,-1.318211500256254E+001,-2.362721707701118E+001,-2.298181451353068E+000,-8.122714040727982E+001,-2.783315727967543E+001,
-3.259404005862238E+001,6.445949693720984E-002,-6.659317530941339E-004,-7.531076301017164E+001,-1.221482972234926E+001,-2.381379826688410E+001,-2.325388049591112E+000,-7.531076301017164E+001,-2.514254479145247E+001,
-3.257449926722033E+001,6.295744057603868E-002,-5.136799073269536E-004,-6.623098839470907E+001,-1.439808781645922E+001,-2.401876960684532E+001,-2.414154908224176E+000,-6.623098839470907E+001,-2.590074480285728E+001,
-3.255495847581827E+001,6.540012015898450E-002,1.392729123358014E-003,-7.689533693627783E+001,-8.298460195709254E+000,-2.368646000082939E+001,-2.025729764374027E+000,-7.689533693627783E+001,-2.959491136528057E+001,
-3.253541768441622E+001,6.388605015667474E-002,2.705522557683762E-003,-6.948482809480862E+001,-1.202432998190136E+001,-2.388409734227403E+001,-2.461423395836672E+000,-6.948482809480862E+001,-2.997334617707151E+001,
-3.251587689301417E+001,6.428092543052312E-002,1.249395811285540E-003,-7.395637532390333E+001,-1.317242124996930E+001,-2.383671723337629E+001,-2.417158472549690E+000,-7.395637532390333E+001,-2.809450994081462E+001,
-3.249633610161212E+001,6.740781863847276E-002,4.392773965603340E-004,-7.287435755930876E+001,-1.851426347545034E+001,-2.342561010350791E+001,-2.213097941823465E+000,-7.287435755930876E+001,-2.766842919753397E+001,
-3.247679531021007E+001,6.472358822760156E-002,2.282535526837508E-003,-7.518007581178217E+001,-1.728866238762476E+001,-2.377335038185076E+001,-2.295815593584044E+000,-7.518007581178217E+001,-3.033940615067053E+001,
-3.245725451880801E+001,6.436216841597910E-002,1.067441057805026E-003,-7.004058883233819E+001,-9.613038918294663E+000,-2.382619224806577E+001,-2.457280011549710E+000,-7.004058883233819E+001,-2.809545879015349E+001,
-3.243771372740596E+001,6.412575811373102E-002,1.718195489170551E-003,-7.026110631297425E+001,-1.553180815137935E+001,-2.385623295233711E+001,-2.510944873128601E+000,-7.026110631297425E+001,-2.393212310162211E+001,
-3.241817293600391E+001,6.473776178385410E-002,2.892108487103568E-003,-6.552691147233372E+001,-2.144828331659854E+001,-2.376818744857245E+001,-2.471887366316252E+000,-6.552691147233372E+001,-2.790088292380746E+001,
-3.239863214460186E+001,6.566744844558771E-002,-5.716571294589826E-004,-8.286963991387270E+001,-1.015634146346789E+001,-2.365266805568960E+001,-2.194339996703290E+000,-8.286963991387270E+001,-2.784129097986740E+001,
-3.237909135319980E+001,6.515552520098242E-002,2.271334473465265E-003,-6.834503829183998E+001,-1.420781377506112E+001,-2.371570051546117E+001,-2.383567515191381E+000,-6.834503829183998E+001,-2.456468573388958E+001,
-3.235955056179775E+001,6.373678378321446E-002,7.416226890634296E-004,-7.297702248800071E+001,-1.215355156087815E+001,-2.391160915384289E+001,-2.311461006456425E+000,-7.297702248800071E+001,-2.874615937161934E+001,
-3.234000977039570E+001,6.510403630854815E-002,1.918641524011974E-003,-6.742198455149284E+001,-1.407712918304078E+001,-2.372407147750606E+001,-2.114450484186980E+000,-6.742198455149284E+001,-2.715908658748333E+001,
-3.232046897899365E+001,6.523829600823310E-002,2.577026388868543E-003,-6.524635217038195E+001,-1.397645236467309E+001,-2.370317642480300E+001,-2.236318875873688E+000,-6.524635217038195E+001,-2.956148192536857E+001,
-3.230092818759160E+001,6.474737703044239E-002,-1.736590567100155E-003,-7.196712557424868E+001,-9.704290060858645E+000,-2.377243336230023E+001,-2.045581984400554E+000,-7.196712557424868E+001,-2.936447619566082E+001,
-3.228138739618954E+001,6.462366739726518E-002,-1.019957928590134E-003,-7.125314139387774E+001,-1.316073319130014E+001,-2.379108627585499E+001,-2.143463688171019E+000,-7.125314139387774E+001,-2.615810581412925E+001,
-3.226184660478749E+001,6.482111022455886E-002,5.965539737809091E-004,-6.820138074483474E+001,-1.404005503268800E+001,-2.376530287951994E+001,-2.278623462184811E+000,-6.820138074483474E+001,-2.466159830624596E+001,
-3.224230581338544E+001,6.530789424435919E-002,6.277630872309472E-004,-6.576946781237601E+001,-7.865497834093416E+000,-2.370028512514846E+001,-2.328678088338284E+000,-6.576946781237601E+001,-2.302102170147440E+001,
-3.222276502198339E+001,6.494717554903824E-002,1.980887082143401E-003,-6.389701419848907E+001,-1.564453119719801E+001,-2.374475648010017E+001,-2.418878558561802E+000,-6.389701419848907E+001,-2.695106537408292E+001,
-3.220322423058134E+001,6.593798721594484E-002,3.045766914431785E-003,-6.848208739410197E+001,-8.702248418620249E+000,-2.360802985347318E+001,-2.137865002586087E+000,-6.848208739410197E+001,-2.772889488147082E+001,
-3.218368343917929E+001,6.734334928325431E-002,2.461973564193139E-003,-6.994803859466492E+001,-1.072149845647318E+001,-2.342830517807737E+001,-2.151679209080460E+000,-6.994803859466492E+001,-2.621611273574546E+001,
-3.216414264777723E+001,6.462101727635054E-002,2.116152883041850E-003,-6.736017962329524E+001,-1.915892740433237E+001,-2.378786942223547E+001,-2.295576548366614E+000,-6.736017962329524E+001,-2.562443915234290E+001,
-3.214460185637518E+001,6.410692273555810E-002,3.685479987044847E-003,-7.996540525558972E+001,-6.690868886633466E+000,-2.384757140354555E+001,-2.376481028185932E+000,-7.996540525558972E+001,-2.636766231409058E+001,
-3.212506106497313E+001,6.475505999228030E-002,1.859756720041948E-003,-7.507980725684736E+001,-1.191789531637753E+001,-2.377094508074671E+001,-2.456879038085643E+000,-7.507980725684736E+001,-2.801858778677498E+001,
-3.210552027357108E+001,6.635234766756067E-002,1.187333435599812E-004,-7.307193438718421E+001,-1.017941104894382E+001,-2.356286022141886E+001,-2.371240748569764E+000,-7.307193438718421E+001,-2.811546582954427E+001,
-3.208597948216903E+001,6.610355963145133E-002,-3.711327539711087E-004,-7.752915278114011E+001,-2.859578684056373E+001,-2.359536617387222E+001,-2.462239226578071E+000,-7.752915278114011E+001,-2.849512096361933E+001,
-3.206643869076697E+001,6.666909710295742E-002,1.125649325466557E-003,-6.446831501952123E+001,-1.560618617192079E+001,-2.352027064664759E+001,-2.427655852954822E+000,-6.446831501952123E+001,-2.680025957657636E+001,
-3.204689789936492E+001,6.520740237341854E-002,2.838513408958028E-003,-9.327478312926361E+001,-7.280173075106209E+000,-2.370584031020237E+001,-2.430021128282017E+000,-9.327478312926361E+001,-3.133057678223903E+001,
-3.202735710796287E+001,6.404692700619391E-002,1.475529312057049E-003,-6.597526035278817E+001,-1.091822714793345E+001,-2.386772960570681E+001,-2.224560578687270E+000,-6.597526035278817E+001,-2.987516716317823E+001,
-3.200781631656082E+001,6.569386732330927E-002,3.163354365040183E-003,-7.727609452185740E+001,-1.469476736665487E+001,-2.363944505560282E+001,-2.270036507949432E+000,-7.727609452185740E+001,-2.657858375215949E+001,
-3.198827552515877E+001,6.530079540308881E-002,1.793304100158256E-003,-7.791686539113570E+001,-3.017229486864969E+001,-2.369835647751814E+001,-2.323297796532911E+000,-7.791686539113570E+001,-2.852614753123114E+001,
-3.196873473375672E+001,6.378917950284462E-002,6.720141680513453E-004,-7.266601328523112E+001,-1.566427435891697E+001,-2.390457770636522E+001,-2.426783524785300E+000,-7.266601328523112E+001,-4.381101873018163E+001,
-3.194919394235467E+001,6.490830715157940E-002,2.784193548837939E-003,-6.903371537105588E+001,-2.646767098186998E+001,-2.374601103092579E+001,-2.448546280315432E+000,-6.903371537105588E+001,-2.565458570651609E+001,
-3.192965315095261E+001,6.507153406274750E-002,2.459426941881388E-003,-6.847598961442978E+001,-2.178516631656971E+001,-2.372597954442833E+001,-2.314616371370756E+000,-6.847598961442978E+001,-2.632732170544814E+001,
-3.191011235955056E+001,6.485767258491432E-002,2.136514019140177E-003,-7.973472390998505E+001,-1.627383487294830E+001,-2.375606261993396E+001,-2.297025702932184E+000,-7.973472390998505E+001,-2.847515984818521E+001,
-3.189057156814851E+001,6.584567399165270E-002,1.904234131368081E-005,-6.697216446632379E+001,-1.859065850474001E+001,-2.362945468811084E+001,-2.301585020988654E+000,-6.697216446632379E+001,-2.665782839496820E+001,
-3.187103077674646E+001,6.677946291788847E-002,5.821247665820950E-004,-6.776507308005901E+001,-1.758640657011379E+001,-2.350681156255888E+001,-2.325315011209980E+000,-6.776507308005901E+001,-2.577952623517729E+001,
-3.185148998534441E+001,6.637484606553733E-002,4.593095275495857E-004,-7.315609050722277E+001,-2.674299304443948E+001,-2.355972150320642E+001,-2.245993584509531E+000,-7.315609050722277E+001,-2.595434138546303E+001,
-3.183194919394236E+001,6.526929888786018E-002,3.474993635194729E-003,-7.202975356553753E+001,-1.018625892561684E+001,-2.369352799805643E+001,-2.221885515561531E+000,-7.202975356553753E+001,-2.503044445310850E+001,
-3.181240840254030E+001,6.387522399947525E-002,8.097526355189246E-004,-6.463872501127801E+001,-1.500345995000749E+001,-2.389265338345305E+001,-2.389067706686879E+000,-6.463872501127801E+001,-2.991108840557332E+001,
-3.179286761113825E+001,6.466193764301782E-002,-7.395684446212698E-006,-6.939448968991795E+001,-2.108306635449823E+001,-2.378702565463868E+001,-2.475809520187454E+000,-6.939448968991795E+001,-3.722498665085731E+001,
-3.177332681973620E+001,6.600153859818025E-002,-5.406066109722421E-004,-8.519800875236687E+001,-6.629822228444784E+000,-2.360862744900705E+001,-2.557951936233676E+000,-8.519800875236687E+001,-2.565840284184052E+001,
-3.175378602833415E+001,6.621498301588194E-002,7.984130794536684E-004,-7.530178334739530E+001,-2.079335906215616E+001,-2.358024317341149E+001,-2.258096065006060E+000,-7.530178334739530E+001,-3.983787501845267E+001,
-3.173424523693210E+001,6.375540918958113E-002,1.011858335908316E-003,-6.629590803223032E+001,-1.204655810046041E+001,-2.390856545854512E+001,-2.298435615942873E+000,-6.629590803223032E+001,-2.670890587394050E+001,
-3.171470444553005E+001,6.449347135266451E-002,2.611631118880539E-004,-6.410354786634775E+001,-1.785192370723192E+001,-2.380961371656115E+001,-2.314821351223528E+000,-6.410354786634775E+001,-2.918491640588692E+001,
-3.169516365412799E+001,6.315015114173012E-002,1.686918450152725E-003,-7.919522826826541E+001,-1.607080164966649E+001,-2.398941420360860E+001,-2.490064734843339E+000,-7.919522826826541E+001,-2.998143217598991E+001,
-3.167562286272594E+001,6.399338092922399E-002,1.454024796392812E-003,-7.012720715578350E+001,-1.535777190920779E+001,-2.387505735124286E+001,-2.277940761415761E+000,-7.012720715578350E+001,-2.754383163853522E+001,
-3.165608207132389E+001,6.515371769427132E-002,8.140181726068784E-004,-6.575151105132089E+001,-9.666102962781775E+000,-2.372053810461514E+001,-2.487329736312346E+000,-6.575151105132089E+001,-2.536624411857489E+001,
-3.163654127992184E+001,6.636559972702087E-002,2.104799479887871E-003,-6.410846953605990E+001,-2.517842172590397E+001,-2.355677335558235E+001,-2.027850875022667E+000,-6.410846953605990E+001,-2.701138488381435E+001,
-3.161700048851979E+001,6.350895411804144E-002,2.239279387699696E-004,-7.526572142127991E+001,-1.373123345764497E+001,-2.394324679367240E+001,-2.420610749588169E+000,-7.526572142127991E+001,-3.023083199679087E+001,
-3.159745969711774E+001,6.499238120382944E-002,1.996986783030129E-003,-7.211681708641198E+001,-1.221515536693193E+001,-2.373865270893418E+001,-2.381024659974191E+000,-7.211681708641198E+001,-2.658736554616809E+001,
-3.157791890571568E+001,6.561774372482734E-002,2.227736467575506E-003,-7.088085149286796E+001,-1.159148585691228E+001,-2.365457126974332E+001,-2.287656091217131E+000,-7.088085149286796E+001,-3.193060380886042E+001,
-3.155837811431363E+001,6.432130165312766E-002,1.809991152218169E-003,-7.689049390396696E+001,-1.735768371097980E+001,-2.382946590672480E+001,-2.343791050649776E+000,-7.689049390396696E+001,-2.855370701954603E+001,
