# Version 1.00
#
freq[Hz],re:Trc1_S11[U],im:Trc1_S11[U],Trc2_S12[dB],Trc3_S21[dB],Trc4_S11[dB],Trc5_b2d1/a1d1sam[dB],Trc6_S12[dB],Trc7_S22[dB],
1.079457743038593E+010,-1.586323174403630E-002,-4.667681438997137E-002,-7.876720010392954E+001,-1.090300361112295E+001,-2.614328118404455E+001,-2.870928275401873E+000,-7.876720010392954E+001,-3.046780758787959E+001,
1.079579872984856E+010,-1.906478572656094E-002,-4.602588412825443E-002,-8.995446486197993E+001,-1.841472644138328E+001,-2.605224808949738E+001,-2.859346412789253E+000,-8.995446486197993E+001,-3.350475213828933E+001,
1.079702002931119E+010,-2.294002565566533E-002,-4.510735914938027E-002,-8.614772953253961E+001,-1.826459787460948E+001,-2.591604221069839E+001,-2.864429871411302E+000,-8.614772953253961E+001,-3.818325063556180E+001,
1.079824132877382E+010,-2.612161365195820E-002,-4.438620235654821E-002,-8.787389047029544E+001,-7.569053948404415E+000,-2.576348920197949E+001,-2.852329254047961E+000,-8.787389047029544E+001,-4.400388859046019E+001,
1.079946262823644E+010,-2.961294055954252E-002,-4.314259321127251E-002,-9.400137476326088E+001,-1.724152054697249E+001,-2.562533311648750E+001,-2.949281075150153E+000,-9.400137476326088E+001,-3.627378285794791E+001,
1.080068392769907E+010,-3.298879076452396E-002,-4.227719581674900E-002,-8.737114546073109E+001,-1.065661660038515E+001,-2.541268262542951E+001,-2.894670974262769E+000,-8.737114546073109E+001,-3.331863543405421E+001,
1.080190522716170E+010,-3.602859683949152E-002,-4.038435685134891E-002,-7.792873378863044E+001,-1.267764921293157E+001,-2.533287142262599E+001,-2.941405644484819E+000,-7.792873378863044E+001,-2.961769397608795E+001,
1.080312652662433E+010,-3.908702484088224E-002,-3.849467471151587E-002,-7.970118478717863E+001,-2.256436184608653E+001,-2.521486100211529E+001,-2.941668700826551E+000,-7.970118478717863E+001,-2.895571022653898E+001,
1.080434782608696E+010,-4.238410556216857E-002,-3.673093518957936E-002,-8.055938415847163E+001,-1.309931972911350E+001,-2.502300092949078E+001,-2.889474653882765E+000,-8.055938415847163E+001,-2.735987233957183E+001,
1.080556912554959E+010,-4.516134643938783E-002,-3.500449289312713E-002,-8.233616791215751E+001,-1.279879345086801E+001,-2.486135206128964E+001,-2.985297852282516E+000,-8.233616791215751E+001,-2.592187123237654E+001,
1.080679042501221E+010,-4.787879139297133E-002,-3.266383996781731E-002,-8.065796331138515E+001,-9.471480585411154E+000,-2.473750549853963E+001,-3.034004732249118E+000,-8.065796331138515E+001,-2.672865898144512E+001,
1.080801172447484E+010,-5.087702508477896E-002,-3.058353655233539E-002,-8.044780327853123E+001,-1.521212780841635E+001,-2.452985742870800E+001,-2.994682091348069E+000,-8.044780327853123E+001,-2.659820484050285E+001,
1.080923302393747E+010,-5.318116724782237E-002,-2.760190072969770E-002,-8.279249655403469E+001,-8.960157198812446E+000,-2.444893275973363E+001,-3.009463459399430E+000,-8.279249655403469E+001,-2.745981750442587E+001,
1.081045432340010E+010,-5.561800952175140E-002,-2.505253088564382E-002,-7.692433666022997E+001,-1.653535741484732E+001,-2.429341230205243E+001,-3.060641348156020E+000,-7.692433666022997E+001,-2.828238937346874E+001,
1.081167562286273E+010,-5.736157279018139E-002,-2.230413353612851E-002,-7.864069596832103E+001,-1.382222358003935E+001,-2.421610162027990E+001,-3.070723026286751E+000,-7.864069596832103E+001,-3.112000300974397E+001,
1.081289692232535E+010,-5.980659243036937E-002,-1.949329405228547E-002,-8.197424790981722E+001,-1.551954754120860E+001,-2.402654033860642E+001,-3.059303057934468E+000,-8.197424790981722E+001,-3.379522172706096E+001,
1.081411822178798E+010,-6.175335023728382E-002,-1.627617165056951E-002,-7.865355396582534E+001,-1.054701805305585E+001,-2.389511243639280E+001,-3.162630083844840E+000,-7.865355396582534E+001,-4.256706719864469E+001,
1.081533952125061E+010,-6.372969972388091E-002,-1.295982554340104E-002,-8.772187200599853E+001,-8.094423900195292E+000,-2.373717983442510E+001,-3.107267711027577E+000,-8.772187200599853E+001,-3.791600116673681E+001,
1.081656082071324E+010,-6.514157255682221E-002,-1.025867538527802E-002,-8.510718996077225E+001,-1.811206124171232E+001,-2.361644057383272E+001,-3.191177796125622E+000,-8.510718996077225E+001,-3.494319685297959E+001,
1.081778212017587E+010,-6.680125635214682E-002,-6.786385951492550E-003,-8.335895158052441E+001,-1.729191164829009E+001,-2.345971501262273E+001,-3.224612769006467E+000,-8.335895158052441E+001,-2.966718319193127E+001,
1.081900341963850E+010,-6.761022678908402E-002,-3.082647707747858E-003,-9.245408395097604E+001,-2.598318863057642E+001,-2.339073318915406E+001,-3.206139974100249E+000,-9.245408395097604E+001,-2.807190049357911E+001,
1.082022471910112E+010,-6.877018859068841E-002,-1.380724808188011E-004,-8.499187989460086E+001,-3.049749954801838E+001,-2.325197818711714E+001,-3.215791825128405E+000,-8.499187989460086E+001,-2.678722886467779E+001,
1.082144601856375E+010,-6.949487600524629E-002,3.756704911969499E-003,-8.241177245237162E+001,-1.117710873125525E+001,-2.314827190481680E+001,-3.286245412576404E+000,-8.241177245237162E+001,-2.644353343417153E+001,
1.082266731802638E+010,-6.987287426660951E-002,6.658895541674419E-003,-8.683161530076013E+001,-1.636984044601455E+001,-2.307456272271111E+001,-3.358053777393670E+000,-8.683161530076013E+001,-2.559161554860004E+001,
1.082388861748901E+010,-7.020147325668273E-002,1.061478930718790E-002,-7.655972151522661E+001,-1.524680011591263E+001,-2.297490143167798E+001,-3.324009034301142E+000,-7.655972151522661E+001,-2.568712439846867E+001,
1.082510991695164E+010,-7.106711971520612E-002,1.398774492221712E-002,-8.358911283189592E+001,-1.053792345084668E+001,-2.280155776720033E+001,-3.425065303031794E+000,-8.358911283189592E+001,-2.623465358839622E+001,
1.082633121641427E+010,-7.070369909117993E-002,1.780490950426736E-002,-7.789937254066980E+001,-1.099686285159526E+001,-2.274412751068892E+001,-3.453123943424553E+000,-7.789937254066980E+001,-2.676974258372060E+001,
1.082755251587689E+010,-7.081536158972944E-002,2.167434539657656E-002,-7.940594450896576E+001,-1.092559069330718E+001,-2.260855619871954E+001,-3.475182377197768E+000,-7.940594450896576E+001,-2.867691392833092E+001,
1.082877381533952E+010,-7.002765403636201E-002,2.485819686111426E-002,-7.976181841632125E+001,-1.249764768873813E+001,-2.257919148185400E+001,-3.559811664015256E+000,-7.976181841632125E+001,-3.012938245021662E+001,
1.082999511480215E+010,-6.915155593590051E-002,2.833194986927409E-002,-8.291924178397603E+001,-1.505388518495829E+001,-2.253005045083248E+001,-3.611650935527778E+000,-8.291924178397603E+001,-3.149971465397141E+001,
1.083121641426478E+010,-6.851308423093866E-002,3.202773559542089E-002,-7.441106463425977E+001,-1.170949854046048E+001,-2.242617747504139E+001,-3.613254656288555E+000,-7.441106463425977E+001,-3.636231107204235E+001,
1.083243771372741E+010,-6.808226115179668E-002,3.567128485988895E-002,-7.936709682937864E+001,-1.806463332340839E+001,-2.228586356418971E+001,-3.713720957812291E+000,-7.936709682937864E+001,-3.482714977870070E+001,
1.083365901319004E+010,-6.648029842742473E-002,3.836028405754067E-002,-7.960350166147323E+001,-1.020587623943015E+001,-2.229800547836031E+001,-3.702382331095443E+000,-7.960350166147323E+001,-3.199747617004127E+001,
1.083488031265266E+010,-6.624499824159051E-002,4.175267433228092E-002,-8.527923806218443E+001,-1.539404115288946E+001,-2.212420121122283E+001,-3.758723641804216E+000,-8.527923806218443E+001,-3.009109415335863E+001,
1.083610161211529E+010,-6.335246329800083E-002,4.514252249015421E-002,-8.249944147506109E+001,-1.113804324761149E+001,-2.218145435008152E+001,-3.811290035657759E+000,-8.249944147506109E+001,-2.888343537996748E+001,
1.083732291157792E+010,-6.222286866153023E-002,4.852926429104919E-002,-8.682722819364082E+001,-1.417449423542216E+001,-2.205736835483088E+001,-3.947599753260866E+000,-8.682722819364082E+001,-2.744824331626118E+001,
1.083854421104055E+010,-6.018510099206396E-002,5.136418492000037E-002,-8.492473846021662E+001,-1.073850168190954E+001,-2.203389185232091E+001,-3.962799209456021E+000,-8.492473846021662E+001,-2.617862188298547E+001,
1.083976551050318E+010,-5.787002218428842E-002,5.390161507061871E-002,-8.277265197510835E+001,-2.044166624612935E+001,-2.203819653772899E+001,-4.045863298395901E+000,-8.277265197510835E+001,-2.582738575552822E+001,
1.084098680996580E+010,-5.544756210337826E-002,5.675503593448147E-002,-7.993481850733180E+001,-1.187938009814667E+001,-2.200965201704616E+001,-4.096756493986415E+000,-7.993481850733180E+001,-2.618741629483432E+001,
1.084220810942843E+010,-5.393583568388994E-002,5.981114898531962E-002,-7.705382188322844E+001,-1.318705076431077E+001,-2.187993064944142E+001,-4.162989805887691E+000,-7.705382188322844E+001,-2.625337227439659E+001,
1.084342940889106E+010,-5.062460840351606E-002,6.221988082134561E-002,-7.630886500251229E+001,-8.082444430334757E+000,-2.191507836772675E+001,-4.190367483852899E+000,-7.630886500251229E+001,-2.706092965327515E+001,
1.084465070835369E+010,-4.802064583642431E-002,6.463107202925764E-002,-7.778236392541938E+001,-1.762590439728827E+001,-2.188213400966711E+001,-4.287371985957145E+000,-7.778236392541938E+001,-2.692341659762071E+001,
1.084587200781632E+010,-4.590389379233664E-002,6.684349921372999E-002,-7.915739828833233E+001,-1.905160488020374E+001,-2.182089655251501E+001,-4.331761796967071E+000,-7.915739828833233E+001,-2.871046158590880E+001,
1.084709330727895E+010,-4.343409621733154E-002,6.917894775506664E-002,-8.129964393254414E+001,-2.520184340222743E+001,-2.175727850635865E+001,-4.347237488448295E+000,-8.129964393254414E+001,-3.040487774069167E+001,
1.084831460674157E+010,-4.001351030761696E-002,7.045992275369414E-002,-7.830229695840315E+001,-1.035618713267812E+001,-2.182720173983405E+001,-4.432852424928353E+000,-7.830229695840315E+001,-3.111624944226314E+001,
1.084953590620420E+010,-3.689187768539567E-002,7.272268681459937E-002,-8.172860014344641E+001,-1.010002546180373E+001,-2.177204490431261E+001,-4.525759726926490E+000,-8.172860014344641E+001,-3.131939288459741E+001,
1.085075720566683E+010,-3.387117680541751E-002,7.406791867436365E-002,-7.800743697780504E+001,-1.862125405814603E+001,-2.178269496803641E+001,-4.507188327404514E+000,-7.800743697780504E+001,-3.194687568705068E+001,
1.085197850512946E+010,-3.041887728534930E-002,7.513097414596488E-002,-7.691523233709994E+001,-1.101617624749082E+001,-2.182436522869473E+001,-4.632317188333115E+000,-7.691523233709994E+001,-3.067350791735999E+001,
1.085319980459209E+010,-2.715533587464331E-002,7.624136773176837E-002,-8.616591442743071E+001,-1.630541783180428E+001,-2.183748196171183E+001,-4.668909066683342E+000,-8.616591442743071E+001,-2.960530124633663E+001,
1.085442110405471E+010,-2.350946854039755E-002,7.808030061546076E-002,-9.178789195249368E+001,-1.192875170608706E+001,-2.177228745233131E+001,-4.721028762136412E+000,-9.178789195249368E+001,-2.867423238345865E+001,
1.085564240351734E+010,-2.041375073934460E-002,7.811494883857488E-002,-8.095833999910531E+001,-2.026929061920875E+001,-2.185841240476199E+001,-4.827589303894729E+000,-8.095833999910531E+001,-2.858008053225670E+001,
1.085686370297997E+010,-1.605949077725054E-002,7.891030865511944E-002,-8.834123100190433E+001,-1.398582145736746E+001,-2.188107160247544E+001,-4.887166794904925E+000,-8.834123100190433E+001,-2.734754783481801E+001,
1.085808500244260E+010,-1.374845291629233E-002,7.865131463461136E-002,-7.586603203743083E+001,-1.140598968333010E+001,-2.195516455677637E+001,-4.910217524456815E+000,-7.586603203743083E+001,-2.762591494148630E+001,
1.085930630190523E+010,-9.436439118234495E-003,7.965325581942424E-002,-7.509142853604271E+001,-2.337140863822048E+001,-2.191540034575009E+001,-5.061463526009726E+000,-7.509142853604271E+001,-2.703520509797228E+001,
1.086052760136786E+010,-5.817479017761677E-003,7.980712055107654E-002,-7.886312143399617E+001,-1.405635671393835E+001,-2.193615171977203E+001,-5.068404977379503E+000,-7.886312143399617E+001,-2.655794727913923E+001,
1.086174890083048E+010,-2.687343574267073E-003,7.907618473415888E-002,-8.574153085425341E+001,-1.663969056593517E+001,-2.203407295855742E+001,-5.152298381524015E+000,-8.574153085425341E+001,-2.689824406656360E+001,
1.086297020029311E+010,7.929525400769149E-004,7.909310278041497E-002,-8.712168971924882E+001,-2.052594101620318E+001,-2.203679124427854E+001,-5.206904814567023E+000,-8.712168971924882E+001,-2.893839477897942E+001,
1.086419149975574E+010,3.627821964052968E-003,7.780256586777244E-002,-8.304750302680705E+001,-1.246173220150014E+001,-2.217068932121586E+001,-5.298982605465787E+000,-8.304750302680705E+001,-2.831532500642482E+001,
1.086541279921837E+010,7.533340848545645E-003,7.711759960630069E-002,-8.236761549201373E+001,-1.192331445860350E+001,-2.221568329841472E+001,-5.384151311984149E+000,-8.236761549201373E+001,-3.070995312745528E+001,
1.086663409868100E+010,1.086335184810036E-002,7.650688617488193E-002,-7.873447976904016E+001,-1.239046721794725E+001,-2.223929942181665E+001,-5.445219660353028E+000,-7.873447976904016E+001,-3.044657572613004E+001,
1.086785539814363E+010,1.377908779050745E-002,7.494639038016751E-002,-8.762669268255557E+001,-1.288488005252847E+001,-2.236061285164613E+001,-5.468829525350301E+000,-8.762669268255557E+001,-3.333073230019373E+001,
1.086907669760625E+010,1.708226720856414E-002,7.365038095329120E-002,-8.742803619656260E+001,-2.339056414039948E+001,-2.242893916447695E+001,-5.482443385880536E+000,-8.742803619656260E+001,-3.393926456814809E+001,
1.087029799706888E+010,2.021130913427715E-002,7.206900492842988E-002,-7.845992082208625E+001,-1.980622123102359E+001,-2.251622903082156E+001,-5.541622192540384E+000,-7.845992082208625E+001,-3.279806068453208E+001,
1.087151929653151E+010,2.310608349750161E-002,7.038389761580324E-002,-8.266949124806504E+001,-2.422646611019630E+001,-2.260602979924974E+001,-5.583364495398454E+000,-8.266949124806504E+001,-3.265609677000104E+001,
1.087274059599414E+010,2.586726604834001E-002,6.880784045163652E-002,-8.241884312025130E+001,-2.630861803120716E+001,-2.267314045404720E+001,-5.662933485129249E+000,-8.241884312025130E+001,-3.119176692437789E+001,
1.087396189545677E+010,2.859384385432326E-002,6.670492959328100E-002,-8.702148182275495E+001,-3.053958412466527E+001,-2.278423856794254E+001,-5.712805934108840E+000,-8.702148182275495E+001,-2.913150815316642E+001,
1.087518319491939E+010,3.097623744138470E-002,6.467386095058922E-002,-7.292980732329576E+001,-1.098790726241701E+001,-2.288848031322981E+001,-5.740406417979127E+000,-7.292980732329576E+001,-2.809322249896610E+001,
1.087640449438202E+010,3.408135714089754E-002,6.226072253316022E-002,-7.631273585309469E+001,-1.814439342947800E+001,-2.297747312972707E+001,-5.805973919308265E+000,-7.631273585309469E+001,-2.759647826177109E+001,
1.087762579384465E+010,3.647576231015128E-002,5.973359798736929E-002,-7.878892669894461E+001,-1.791398676482833E+001,-2.309929443487289E+001,-5.827406761770658E+000,-7.878892669894461E+001,-2.760199231764822E+001,
1.087884709330728E+010,3.836129480702855E-002,5.688137391688070E-002,-8.605357521187544E+001,-1.217169016788662E+001,-2.327248453907775E+001,-5.930959246457220E+000,-8.605357521187544E+001,-2.802883159988522E+001,
1.088006839276991E+010,4.030417137529287E-002,5.425082323383595E-002,-8.479949586257207E+001,-2.007606947452299E+001,-2.340314022590531E+001,-5.952911046769485E+000,-8.479949586257207E+001,-2.860009432899139E+001,
1.088128969223254E+010,4.220346797489332E-002,5.176060160434504E-002,-7.783679852147526E+001,-1.626606580614827E+001,-2.350636651379502E+001,-5.958126385394189E+000,-7.783679852147526E+001,-2.985084619463727E+001,
1.088251099169516E+010,4.414137338369913E-002,4.841629762828266E-002,-7.771145071758986E+001,-1.552753713582018E+001,-2.367279708244399E+001,-6.020399096959395E+000,-7.771145071758986E+001,-3.175452888612683E+001,
1.088373229115779E+010,4.544443611637657E-002,4.538915384920942E-002,-7.871693376850058E+001,-2.734057574610954E+001,-2.384536876983538E+001,-6.074566131073031E+000,-7.871693376850058E+001,-3.609471703866786E+001,
1.088495359062042E+010,4.716286852199478E-002,4.308883878186860E-002,-7.851183667673394E+001,-2.595324367760066E+001,-2.389235087198685E+001,-6.079670700312518E+000,-7.851183667673394E+001,-3.641970384312839E+001,
1.088617489008305E+010,4.836233292293384E-002,3.972113118465138E-002,-8.826769296439655E+001,-1.285066876860014E+001,-2.407081520649246E+001,-6.201119710644377E+000,-8.826769296439655E+001,-4.258575470539535E+001,
1.088739618954568E+010,4.939167581940249E-002,3.672339584968624E-002,-8.115071094716305E+001,-2.345967970520973E+001,-2.421573354940205E+001,-6.178708185251916E+000,-8.115071094716305E+001,-3.885905240825149E+001,
1.088861748900831E+010,4.993536138908378E-002,3.296569623148963E-002,-9.164242769541434E+001,-1.827523357002247E+001,-2.446083317434120E+001,-6.190430468111007E+000,-9.164242769541434E+001,-3.402117526100475E+001,
1.088983878847093E+010,5.035519541251814E-002,3.053206960483213E-002,-7.897738717436279E+001,-1.445241225287903E+001,-2.459939322843555E+001,-6.252858798124592E+000,-7.897738717436279E+001,-3.116753846290867E+001,
1.089106008793356E+010,5.067636608815688E-002,2.688745820661012E-002,-7.729142433305994E+001,-8.552865438782352E+000,-2.482668226265942E+001,-6.324520759729267E+000,-7.729142433305994E+001,-2.984844635052318E+001,
1.089228138739619E+010,5.077725196116304E-002,2.323039736194404E-002,-7.722308960711069E+001,-3.090597931321937E+001,-2.506126580399410E+001,-6.399853400942885E+000,-7.722308960711069E+001,-2.852918336156316E+001,
1.089350268685882E+010,5.102550159678043E-002,1.982073027424062E-002,-8.899024793355234E+001,-1.729230953062842E+001,-2.523391057103882E+001,-6.457060456116385E+000,-8.899024793355234E+001,-2.711554875659785E+001,
1.089472398632145E+010,5.150553986515701E-002,1.730974006716305E-002,-7.979846558210528E+001,-2.128781258681107E+001,-2.529817781200202E+001,-6.474826878634989E+000,-7.979846558210528E+001,-2.766451963864972E+001,
1.089594528578408E+010,5.051544615225221E-002,1.388846343777276E-002,-8.227157624412068E+001,-2.442131710531876E+001,-2.561505162524273E+001,-6.524526212368121E+000,-8.227157624412068E+001,-2.816105505022061E+001,
1.089716658524670E+010,5.023735902491919E-002,1.010810728698240E-002,-8.006271388860380E+001,-1.695841508973346E+001,-2.580710888930253E+001,-6.580291877273179E+000,-8.006271388860380E+001,-3.001661331123662E+001,
1.089838788470933E+010,4.902428221205007E-002,7.816839994283198E-003,-9.494152523827141E+001,-1.871310065845793E+001,-2.608274132042914E+001,-6.615683253665691E+000,-9.494152523827141E+001,-3.161711411693768E+001,
1.089960918417196E+010,4.850647464553504E-002,3.799320240024369E-003,-8.997064359831377E+001,-2.129097813234230E+001,-2.625744332240757E+001,-6.667156133662814E+000,-8.997064359831377E+001,-3.412092575260695E+001,
1.090083048363459E+010,4.771908993932119E-002,1.027456460810944E-003,-7.251261580585253E+001,-1.593281716148570E+001,-2.642414403026828E+001,-6.644287045672026E+000,-7.251261580585253E+001,-3.840618645236768E+001,
1.090205178309722E+010,4.620093831662866E-002,-1.561733515483989E-003,-8.067930989757301E+001,-2.650674856575241E+001,-2.670202445928261E+001,-6.753257047433079E+000,-8.067930989757301E+001,-4.531005718925911E+001,
1.090327308255984E+010,4.494330620733814E-002,-4.456800462186608E-003,-8.597771043943325E+001,-1.779456298568532E+001,-2.690420110774714E+001,-6.780403982376713E+000,-8.597771043943325E+001,-4.038280931597670E+001,
1.090449438202247E+010,4.305614473709207E-002,-7.399175783014740E-003,-9.161300811624412E+001,-1.392131848819235E+001,-2.719289767553977E+001,-6.794097538007611E+000,-9.161300811624412E+001,-3.440488570724342E+001,
1.090571568148510E+010,4.114729207480361E-002,-1.060523844834270E-002,-8.492983342612256E+001,-1.449523242269659E+001,-2.743385494764072E+001,-6.861671546728293E+000,-8.492983342612256E+001,-3.067779584588525E+001,
1.090693698094773E+010,3.953111311542393E-002,-1.333780920764338E-002,-8.016408868876727E+001,-1.716584572542017E+001,-2.759299509143188E+001,-6.887046916898890E+000,-8.016408868876727E+001,-2.920122959150528E+001,
1.090815828041036E+010,3.784116539395237E-002,-1.495512055902306E-002,-8.022175701171237E+001,-1.149637072006448E+001,-2.781042108796708E+001,-6.894713291616043E+000,-8.022175701171237E+001,-2.791493852912306E+001,
1.090937957987299E+010,3.548908500171195E-002,-1.775475463462480E-002,-7.763009933842858E+001,-1.625947791849636E+001,-2.802800389116205E+001,-6.965353027164793E+000,-7.763009933842858E+001,-2.794381295912904E+001,
1.091060087933561E+010,3.321760992886451E-002,-1.958559802777771E-002,-8.024874360031357E+001,-1.205135772059305E+001,-2.827687495389098E+001,-6.930758630423691E+000,-8.024874360031357E+001,-2.786126785457134E+001,
1.091182217879824E+010,3.027603087054331E-002,-2.129595879020480E-002,-7.813279296779868E+001,-1.604676467645465E+001,-2.863230012921877E+001,-6.962305227762024E+000,-7.813279296779868E+001,-2.873853660140700E+001,
1.091304347826087E+010,2.821501818060522E-002,-2.341860046740135E-002,-9.144427786630126E+001,-2.179501979048980E+001,-2.871433347290463E+001,-6.928856663665051E+000,-9.144427786630126E+001,-2.896305339118528E+001,
1.091426477772350E+010,2.571831012895149E-002,-2.548154218648481E-002,-8.514117110024883E+001,-2.023558252355528E+001,-2.882483291860079E+001,-6.890361110732185E+000,-8.514117110024883E+001,-3.165643632407111E+001,
1.091548607718613E+010,2.313561058017001E-002,-2.700467749451947E-002,-7.910620613389247E+001,-1.845282758433740E+001,-2.898078046588553E+001,-7.016174729146449E+000,-7.910620613389247E+001,-3.360152003357725E+001,
1.091670737664875E+010,2.000863514497760E-002,-2.826736598398955E-002,-9.586738207910722E+001,-1.342294148722496E+001,-2.921039771962808E+001,-7.073796189891204E+000,-9.586738207910722E+001,-4.124549304352043E+001,
1.091792867611138E+010,1.714464189806199E-002,-3.002086016143356E-002,-8.592120844131502E+001,-2.192371419069840E+001,-2.922562761903685E+001,-7.040267306856529E+000,-8.592120844131502E+001,-4.488657287980611E+001,
1.091914997557401E+010,1.388915176758840E-002,-3.017802428506212E-002,-7.541305756623797E+001,-2.067421679086320E+001,-2.957179774062365E+001,-7.102695095282536E+000,-7.541305756623797E+001,-3.831036143445400E+001,
1.092037127503664E+010,1.089806384867839E-002,-3.184749328240925E-002,-8.448166194084952E+001,-2.124431728360221E+001,-2.945758351686071E+001,-7.099489525352463E+000,-8.448166194084952E+001,-3.253679584458911E+001,
1.092159257449927E+010,8.495276874832723E-003,-3.195729640839960E-002,-8.796468974340384E+001,-2.081349896641756E+001,-2.961205629553273E+001,-7.117236009415203E+000,-8.796468974340384E+001,-2.997895406641169E+001,
1.092281387396190E+010,5.530642803608345E-003,-3.260388820525020E-002,-8.298338467614751E+001,-2.329597437998359E+001,-2.961140888489805E+001,-7.137643189780864E+000,-8.298338467614751E+001,-2.816728823251996E+001,
1.092403517342452E+010,2.502820014617482E-003,-3.348880570580844E-002,-8.176526451622159E+001,-9.365645028755168E+000,-2.947781689852567E+001,-7.160555817526601E+000,-8.176526451622159E+001,-2.767628669046568E+001,
1.092525647288715E+010,-8.461300166187943E-004,-3.273964195271529E-002,-7.828926822124443E+001,-1.221442885845924E+001,-2.969562170447387E+001,-7.213087242086806E+000,-7.828926822124443E+001,-2.622030208222032E+001,
1.092647777234978E+010,-4.556062434388840E-003,-3.283809534623509E-002,-7.723223124448394E+001,-1.246235787819248E+001,-2.958963499082271E+001,-7.109711048737132E+000,-7.723223124448394E+001,-2.670970264695469E+001,
1.092769907181241E+010,-7.163943160531458E-003,-3.280472036760375E-002,-8.885135288224970E+001,-2.369774723884869E+001,-2.947894327168871E+001,-7.166062630570592E+000,-8.885135288224970E+001,-2.693261747136635E+001,
1.092892037127504E+010,-1.012774126390010E-002,-3.284194840967986E-002,-7.851293850866290E+001,-1.088228240592572E+001,-2.927689533947223E+001,-7.165807134068377E+000,-7.851293850866290E+001,-2.808211880227865E+001,
1.093014167073767E+010,-1.285016341831461E-002,-3.194318972491493E-002,-7.921068583492291E+001,-3.103202959580465E+001,-2.926100614196967E+001,-7.117529888903031E+000,-7.921068583492291E+001,-2.962542671861681E+001,
1.093136297020029E+010,-1.633829212471739E-002,-3.153830569282267E-002,-7.802506973753201E+001,-1.613845269290118E+001,-2.899076765252436E+001,-7.110658338970191E+000,-7.802506973753201E+001,-3.213624495211312E+001,
1.093258426966292E+010,-1.851583960343186E-002,-3.074244892907960E-002,-7.849573867927077E+001,-2.679308160015312E+001,-2.890106229108053E+001,-7.104132345172594E+000,-7.849573867927077E+001,-4.016530876130872E+001,
1.093380556912555E+010,-2.154386633556050E-002,-2.944281127347899E-002,-8.905849483733603E+001,-1.485734746331914E+001,-2.875816295676378E+001,-7.104407178153782E+000,-8.905849483733603E+001,-5.831998995872005E+001,
1.093502686858818E+010,-2.474301032773156E-002,-2.836248522542074E-002,-8.307812039186354E+001,-1.374193094415148E+001,-2.848738314426441E+001,-7.102400510295456E+000,-8.307812039186354E+001,-3.886236903189212E+001,
1.093624816805081E+010,-2.723708146999174E-002,-2.694792807346413E-002,-7.824431556207989E+001,-1.617161172593072E+001,-2.833259319930989E+001,-7.164049536388627E+000,-7.824431556207989E+001,-3.291247811691164E+001,
1.093746946751344E+010,-2.997848290849729E-002,-2.559503111082365E-002,-8.027179601361884E+001,-1.433772409625071E+001,-2.808600674947739E+001,-7.082390250107712E+000,-8.027179601361884E+001,-3.081034453404325E+001,
1.093869076697606E+010,-3.253416067540726E-002,-2.366205005611488E-002,-7.703013321480802E+001,-2.470153319516344E+001,-2.790923730840627E+001,-7.127476546144759E+000,-7.703013321480802E+001,-2.886669199755644E+001,
1.093991206643869E+010,-3.476587465845066E-002,-2.192805157959010E-002,-9.516857844782055E+001,-1.857971075192686E+001,-2.772240393470430E+001,-7.089501663976972E+000,-9.516857844782055E+001,-2.758647855028918E+001,
1.094113336590132E+010,-3.683546881561641E-002,-1.978724096388116E-002,-8.615914454366330E+001,-1.144921256180461E+001,-2.757362513844703E+001,-7.093399712479699E+000,-8.615914454366330E+001,-2.688255673559690E+001,
1.094235466536395E+010,-3.871195963845718E-002,-1.800820620439453E-002,-8.285863939900982E+001,-2.390497986052937E+001,-2.739234460595360E+001,-7.043288745672260E+000,-8.285863939900982E+001,-2.584154597322522E+001,
1.094357596482658E+010,-4.062101278442101E-002,-1.498056288916205E-002,-7.974342022103305E+001,-1.990770927431833E+001,-2.727118275175778E+001,-7.007613257772690E+000,-7.974342022103305E+001,-2.642865928494068E+001,
1.094479726428920E+010,-4.294650613092477E-002,-1.331516493192735E-002,-8.188788003108436E+001,-1.996810619600505E+001,-2.694284146882649E+001,-7.037110077226106E+000,-8.188788003108436E+001,-2.725524696920564E+001,
1.094601856375183E+010,-4.471350903076995E-002,-1.038982731472794E-002,-8.093214936116138E+001,-1.826172036909315E+001,-2.676284679131294E+001,-6.917449837878594E+000,-8.093214936116138E+001,-2.918379298959826E+001,
1.094723986321446E+010,-4.612504724068597E-002,-8.006090412499412E-003,-9.276040512848721E+001,-1.029654800475796E+001,-2.659235247004034E+001,-7.020047485018020E+000,-9.276040512848721E+001,-3.094902328898030E+001,
1.094846116267709E+010,-4.834065320639136E-002,-5.846354477956237E-003,-8.291167031955652E+001,-1.465061791329507E+001,-2.625068700058970E+001,-6.928288748669498E+000,-8.291167031955652E+001,-3.398530234158745E+001,
1.094968246213972E+010,-4.888322685719140E-002,-2.281057148648238E-003,-8.277856187125771E+001,-2.572972492295776E+001,-2.620735630710957E+001,-6.945703815333108E+000,-8.277856187125771E+001,-4.203854949502035E+001,
1.095090376160235E+010,-5.084162811247678E-002,-1.549541091432197E-004,-9.437391290608471E+001,-1.797961811408942E+001,-2.587557066650814E+001,-6.902583455219845E+000,-9.437391290608471E+001,-4.146944518664165E+001,
